sentence,Final_Label,predict_name
ke heta bari e nngwe jaana e nale motho mo koloing ba cozy kea ba dumedisa abo a panicka ,negative,Setswana
mojeremane ole o thata ,negative,Setswana
i m taking a sip of nature s penicillin after every bite of this candy bar the hold sweets have on me le ha motho a lwala ,negative,multi
@user i prayed ka botsa moya empa the outcome remained the same though i was directed to go pray hodima thaba moya did not reveal whether this would serve as intercession se ke tla utlwa teng ,negative,Setswana
re ba utlwile bare seba mabane katjeno re re dankie morena dankie morena re kopane le bona ,positive,Setswana
@user ke zamile go mo dumper a gana jaanong re santse re jola,negative,Setswana
monate wa teng ,negative,Setswana
@user ga kake waira yalo re bolellwa kgang ya notwane pls ,negative,Setswana
the game is going to test you never fold stay teng toes down it s not on you it s in you and what s in you they can t take away ,negative,multi
mang nna kea go e reka re tshela ga one please ,negative,Setswana
@user thata aratlwaela so keflopo ,negative,Setswana
@user go ta siama,neutral,Setswana
dream town ntwanao tswa straight o hikeleft o tswe straight just di robot tseo chomi o theoge ka strata o fete strata santhla o tsamaye ka circle eo chomi o tla kopana le tshipi e yellow e telle so o tla bona di taxi ko teng chomi o di fete o je strata seo ko pele ,negative,Setswana
@user rre a tlhole sentle,neutral,Setswana
yet again tse botlhoko ga di fele ,positive,Setswana
@user @user ntate mafologele ke a leboga ,positive,Setswana
@user yoh ntse ke ipotsa keng ke lebohela hao mphile karabo ,neutral,Setswana
o fete ko kfc le boyfriend yago utlwe are okare baka re bitsa ba refa matlalo ,negative,Setswana
@user @user ra leboga mmamora tshepa ba go utlwile ,positive,Setswana
yah noh se segolo ke bophelo ,neutral,Setswana
@user oya kae jaanong congratulations sir ,positive,Setswana
@user @user all i can say is bopha bopha gabuzaaaaaaaa,neutral,multi
@user go tshwana le ha go te ka hunters gold a bo o ta ka castle lite wa bona,negative,Setswana
@user wena o bothale kamoso wa ngwega gape re tlodisa letsatsi hela ,positive,Setswana
@user hape koloi eo enna ka mo ke nnang won t mention the place ,negative,Setswana
@user guuuys ave ibuhlungu lento shame they should have just parted ways kahle nje bese ubru enza lento ayenzayo,negative,Setswana
@user nah neke tswa gantsi,neutral,Setswana
@user modimo ko mogolo friend ,positive,Setswana
kooteng batho ne ba ipotsa gore yaanong yo abuti ,negative,Setswana
@user batho baka ba nale vibe shem ,positive,Setswana
@user thata and it s the people you know,neutral,Setswana
o dira jang ,negative,Setswana
@user ako lo address kgang kgolo which led to twitter space then next can b issue ya representative,negative,Setswana
@user yona lekgale ebe e senawo fela motho be akase nagane gore go tlaba bonolo bjalo ,negative,Setswana
@user @user @user @user she is now a skobo chommy she used to be a dark beauty activists better come forth misty the one mentioned apologize bese @user sue not less than a million to all of them for malicious damage onja ndino rha,negative,Setswana
@user ke betha ke filter ya teng ,negative,Setswana
babereki ba ko transport gale tsoga phakela lere leya tirong le raa la go dira eng ,positive,Setswana
@user @user @user why o off-r botlhoko so lala he e ,negative,Setswana
@user @user @user @user @user @user madume ntate waka will be snapping back to winning ways tonight re tlaabe re le mmogo jaaka metlha yotlhe bosigong jono ka loleme la marena ,positive,Setswana
@user hahaha ebanna go thata mos mo ,negative,Setswana
@user my nigga kamoso motho abo a re gao shapo o gana go mothusa mme a itira dilo ka bomo,negative,Setswana
@user hase gor ka tshega,positive,Setswana
@user ga ke kgone go nna mo go tletseng thata,negative,Setswana
@user mixo lowunene vahaxi hi sungula swin we eka nongonoko wa matimba kwala tzn@djbrianrikhotso @user @user @user @user,negative,Tsonga
 ke tsaka tse mmanyeo ke tsaka tse mhlophehi kere haeye teng everything is on me chicks - tokollo - indlovu iyangena ,neutral,Setswana
re lapile kego tshega ao ,negative,Setswana
@user joale e ne hona a lo palama 4 1 ea bobeli la lona les leo ,negative,Setswana
waa kae ko palamente ya teng go buiwang sense ,neutral,Setswana
@user atapang atau hahhahahahaha baka kaya ka hinehaeartburn ,positive,Setswana
@user waxx araba ka se se mo pelong ao,negative,Setswana
@user @user @user no my friend everything this day its a business arrangement because of democracy you give something you get what you want when last you sow president of south africa in lesotho after prime minister ntate thabane was remove ,positive,
@user eish o tlo mpoledisa thata ,negative,Setswana
came to wipe everyone,neutral,Setswana
@user plate ya baeng ,neutral,Setswana
@user there was something wrong with the mics boitumelo and lloyiso first performance also were out of tune at some point,negative,multi
@user tota ne ke batla di cocktail eseng gwa maloba ,negative,Setswana
ke tlhalogantse paragraph 2 mme jaanong le ya go dira jang ka dr gure ,positive,Setswana
@user waitse ke gakologelwa our chat ore megz don t kiss boys ,negative,Setswana
@user tlogela o tla robala kgantele ha rotlhe re robala gape ,positive,Setswana
i forgot how dramatic the first swimming lesson is for babies ga a galaotege 4yr old jaana i m hiding so she doesn t see me ,negative,multi
@user yes akere my indoda e tlhaga teng hao tshabe baloi ,positive,Setswana
@user hi boitumelo we appreciate you reaching out in order to correct our mistakes we would like understand what happened please dm us more information on this issue along with your contact information so we can investigate further and address this ,positive,
@user jaanong @user o tsena kae ,neutral,Setswana
@user u lava poso ,positive,Setswana
jubjub makes me cringe ka puo e ya gagwe ,negative,Setswana
@user bese sishelani ke sesilethelwa ilezi zinto ukudla,neutral,Isixhosa
@user ene o go rata thata na ,negative,Setswana
my legz are singing whoooo botlhoko bjang,neutral,Setswana
@user mapekenene a ba fasitse mosadi mogolo ka masepa o stocka kae magriza ,negative,Setswana
reminds me of naba labashumayela emabhasini bese bakhipha nesitja semnikelo bantfu bazama kukhweta emasaka emmbila kunemuntfu lovimbe indlela uyashumayela ,positive,Siswati
@user akere a bo a ithuta go le apaya ,neutral,Setswana
@user a baye go ikakanya sentle social media yaa faendisa,neutral,Setswana
after gw 3 i m playing my wildcard abo ke nna serious jaanong,neutral,Setswana
@user ho thata banna ,negative,Setswana
@user kamoso ke monday batho ba lapile goodnight,negative,Setswana
mogote wa golo kwano aahhrrghhh,negative,multi
ntate molefe is varing shame ,negative,Setswana
@user wa tshela maarn @user,negative,Setswana
otd 201kana e feletse kae kgang ee ,negative,Setswana
ha ba o bona ba itjhute le wena ha o sefate o metsu ya sona ha o dijalo o peo ya tsona ha o mathata o karabo ya wona o mosadile ha ho kaba thata o seke wa lebala hore o mosadi mosadi ke senatla ,negative,Setswana
 saw the chiefs account talking smack maloba ba kae jaanong ,neutral,multi
@user this pic got nothing on ya o mogote gore goitse nna tota babes ,negative,Setswana
ba nstressa gore ba tshwana le ba vinegar ,neutral,Setswana
@user haha ishh kea e jumper die deng gore edira gore dilo dino runner effortlessly so ai no flop mara lerena retla fihla rakwa gore eng ke eng ,positive,Setswana
@user they know batho ba ya go teng bohle ,positive,Setswana
@user kannete ntate do that ,neutral,Setswana
@user lmao mara wa tshega ,negative,Setswana
kante mebele ya nyena e leswe ga kana kang or ga le itlhakole sentle ,negative,Setswana
kanti why batswadi ba rasa ge ba araba phone ,negative,Setswana
@user my work is forever thuma mina i m always on the move,positive,multi
otla tsikiditla sdudla nou sabo se tshega next month ,negative,multi
@user dira playlist re reetse,neutral,Setswana
ka mona ke online store ka mona ke freelance work ka mona ke di musical instrument tsa magrade 2 modimo ntate is a fire i need la mba ka onezwa ndizoba energised ,negative,Setswana
@user motse oo re o hlolohetswengre se re o bona pejana,neutral,Setswana
sing with me igama lamakhosikazi mali bongwe x2 ,positive,Isixhosa
@user @user ra ithuta ra tswela pele ,positive,Setswana
@user thata waitse,neutral,multi
@user wa ba duba ntate motivated by the deal ,positive,Setswana
kana itlhela ke ipotsa ,neutral,Setswana
paxton o nahana ke skolo sa ntate wa hae se ,negative,Setswana
@user ekanna yare haore tleps wa kopana le bona ha mafafa ,positive,Setswana
@user haqeta re fihla hae re le exhausted,negative,Setswana
vous vous rendez compte que depuis qu il est l z ro d fil le 30 juin z ro d fil le1er avril rien mais il va au tchad pour l ind pendance du tchad ah j ai honte de clame je suis de la diaspora on a lonemp diminue les nationaux mais tala l un de notre nazangi maloba ,negative,Setswana
@user le batla bo ntate moholo na tshepiso ,positive,Setswana
@user @user o mo gakolla sentle tloga a tswa kodu,negative,Setswana
@user bese uziba ama comments wethuke,neutral,Isixhosa
@user le kae ntate ,neutral,Setswana
@user ao monna tota o setlhogo yang mogo yomongwe ,negative,Setswana
watching the roast i just don t understand why ntate sello is here can t wait for his set,neutral,multi
go bata re mo touch kamoso ke eta tsholofelo kamoso ,neutral,Setswana
@user @user nna sele ge se tshegisa ka laga if wa lla n wa tshegisa ka tshega n after ka comfort lol,negative,Setswana
bese bakuthi fah fah nge sanitizer eshoprite uhawule njenge nja ,negative,Isixhosa
@user cc nongcebo kubizwa ngani ukuthi umuntu wesfazane akubambabambe usendlini masuwenza okfanele bese eyokubophisa ethi umudlwengulile,neutral,Isizulu
@user ka kgang o tlwaet e gape those are finished team ,positive,Setswana
@user ai nna whether i nap during the day or not ake robale bosigo ,negative,Setswana
@user dumela ausi hle ,positive,Setswana
@user @user okay go botlhokwa ,neutral,Setswana
which means adapting to ntate zwide moving to papa zwide nkosi being bro shoki being her potential sqweeza faith being her stepmom and mho being her nieces mom that is a lot for a 20 or19 year old to handle only a mental health practitioner can help ,positive,multi
@user ah ra go kopana le bo mang tota ,positive,Setswana
y all changing the goal posts now okay shap lea reng sentle sentle ,neutral,Setswana
ke tswiiile le tswiile jang ne bathong ,neutral,Setswana
@user ke butse party pack maloba and hid it under the pillow fake bowa ke fitlhela masosora ke fa okare nka swa so ke iphodisa ka wena ,positive,Setswana
tears on my team abo kemo ntsha jesus ,negative,multi
@user it s been years ga go sa tlhole go le botlhokwa,neutral,Setswana
@user hamonate jwang ntate ,positive,multi
@user khotsong ke ntsha babi ka half skop next to kasi yao di h mo mam rubs mo di l ,neutral,Setswana
@user good running kgosi ,negative,Setswana
agona relationship ya more than 2 years gopola sentle gore o jele eng kwa bone,neutral,Setswana
@user tshela thupa first lady fa fa fa ,positive,Setswana
@user nna motso ke tlhoka 25k hle,neutral,Setswana
@user gago bonolo,positive,Setswana
this is very powerful by mme pandor with exception of what ntate madisha said ke ya senya clayson ,negative,multi
@user @user @user isdala lento yokuthi ufake ishethi nezibuko bese uyohlala e mugg n bean ne laptop uzenze usomabhizinisi izingane sezayibamba leyanto ukuthi ayikho zifuna ikuyibona cash azifune story ,negative,Isixhosa
ha gona ko nka ikentang teng for energy i m literally on my last joule ,negative,Setswana
basotho re phela joaloka linonyana motho haore o lutse ka tlung baa fihla ka lithunya haore o kantle bare lelekisa haore o ea teropong hao tsebe o palama eng helek hona ese bophelo ,negative,Setswana
ngelinye ilanga sizothi monday bese uyacima umshini ,positive,Isizulu
yazi inxeba lendoda alihlekwa niyambona keh unkulunkulu kuthi usebenza emfihlakalweni kanjani bopha orlando pirates,neutral,Isixhosa
@user ke e rata jang,negative,Setswana
@user nnya rra manager ke ene are bolaile,neutral,Setswana
molimo oaka o nthuse ke amohele maemo ohle molemong oa bophelo baka,negative,Setswana
@user nnyaa bontle bone ba bantle mathata ke kakwa ,positive,Setswana
nkare nka sala forever ebile ,negative,Setswana
@user @user @user and o busy mogolo ka bana bangwe ga a felelwe ekare motho a le mo mission wa go target fresh blood ke utlwile ko radiong a re setse pan ,negative,Setswana
ntate sello ,positive,multi
le bo tsenwa bo teng felo fa ,positive,Setswana
@user @user @user @user haibo ntate buthelezi ,neutral,Setswana
@user neo o batla go re buisa thata,negative,Setswana
@user @user in the great words of pitso mosimane may is far ,positive,Setswana
@user @user @user bathung madi a mantsi jang friend,positive,Setswana
@user oa jola o happy akere se ka tlhoka yang,positive,Setswana
@user molemo wa kgang squad ,positive,Setswana
@user ga nkitla ke go araba motho wame,negative,Setswana
@user ntate mentality oa batho babang ke oa li fool keo chaele ,negative,Setswana
@user @user @user nakhuya awu wanemba wethu bese besisola egcineni bethi silukhuni asizifundi ezinye izilimu zesinguni abanye bathi siyacwasana ,negative,Isixhosa
si baker nice hare chese dikuku ntate ,positive,multi
@user malatsi a bomme a mantsi tota,neutral,Setswana
go lebega terena eya go palama trans kalahari re sule ,negative,Setswana
ga bare nnyaa ka jalo ra mo dika ra mmetsa ka go tlhoka lesego a swa ,positive,Setswana
@user hantle haholo ntate ,positive,Setswana
kgang ya gore i ll be teaching the whole of tomorrow ga e nkeme sentle nkare nka lela ,negative,Setswana
@user ntate ramaphosa cyril will never get second term mohlomong torong tsa hao ,negative,Setswana
welcome to the dirty thirties mashimane and happy birthday sengathi ungashaya o rich bodwa kusukela manje bese uyaganwa ,negative,multi
pika golo mo go a boitshega nka swela gone hoo ha re ka kopana mo sekgweng ,negative,Setswana
e bata re butse dikhote kgang eo ,neutral,Setswana
@user bomme ga ba emane nokeng ha mme a tsholetsa letsogo ke bo mme ka dinako tse dintsi ba mo wisang mowa ba rotloetsa go gogela morago sekai mme lindiwe sisulu o rata gonna president ya anc ancwl ga e mo eme nokeng@sabcdikgang,negative,Setswana
lowu ntlangu uya hela hi draw ya 2-2niri kwala ka halahala@3dcommentator @user @user,neutral,Setswana
@user @user @user aowa tsega sentle ,negative,Setswana
@user ijoo ga go sa kape wena ke mathata jaanong,negative,Setswana
@user waitse gore ke eng ga ke itseye sentle ,negative,Setswana
@user thata hle,positive,Setswana
@user selo sele se mpogisitse sele ke a ithata jaanong ,neutral,Setswana
ntate le morwa le moya ba bine ka ho safeleng bare amen hallelujah ho boraro botirone ho ntate le morwa le moya ,positive,Setswana
@user wa utlwa ntate ,negative,Setswana
i just took a shower and ha ke re kea itshutlha ke bona towel e boa ele ntsho heeeh @user pheho ya kgantele ke boetse mo metsing ,negative,Setswana
maloba kwaaaaaaaaaaaaa ,neutral,Setswana
@user kgante things started getting worse after he posted ba lwala ,negative,Setswana
le re boledisa thata and e sale vroeg ,negative,Setswana
@user @user imagine ba no batisa bakadzi babo shoni be sendegwa screenshots kwi mmata o bone rragwe nnana kwa no dhabila u tini,positive,Setswana
@user ne ke bua le bone phakela ba rialo bare ha go se busy it s 3 to 4 days,negative,Setswana
ne di le teng tsotlhe o kare dipsy a gorile bo brian baloyi warona ene ,neutral,Setswana
 ako robale go bosigo ,positive,Setswana
@user @user okay okngcono tshela yena akhokhe ke manje ,negative,Setswana
@user otlaa bona ko pele se se salang wa go ja jaanong reka mogirl,negative,Setswana
mmm mantuli if it were pretty receiving a new phone from boys nkebe a gafile thata,negative,Setswana
@user e kare ka e bona soup ya teng e nwetse mo rice ditapole di kokobetse ha godimo ga rice ya teng ,negative,Setswana
yeses ke bolaile ke phefo boshego kamoka ,negative,Setswana
@user ha tonota s own a tserwe ke dira kgotla - madisakwana s own,positive,Setswana
@user o ta a ira jang kana ,positive,Setswana
@user @user ware mantshego o ira jang ,neutral,Setswana
@user thank you ntate you have restored our hope may god bless you and give you strenh to continue doing the good work you are doing ,positive,Setswana
@user o akanya thata ,positive,Setswana
tsepo tshola leri ravava @phaphamamlfm @user @user @user,positive,Setswana
bese kuba khona izinjazegame maziya endodeni bye guys wozovalaumnyango baba ,negative,Setswana
@user ke sendile 5k o fedile ka bonako jang bathong,negative,Setswana
@user @user @user vele bese abo kleva blacks bash the other criminals but support abelungu just to seem work most of this politics nd are corrupt regardless of race,negative,Setswana
@user ache ke botlaila ba ka ntate,positive,Setswana
@user gare tshele sentla autlwa nna i keep mines in the car cos auntie ke ene a ntshechang go gaisa ngwana,neutral,Setswana
@user @user cha mnewethu singaphikisana kuze kuse kepha isthwalo senyoka ngeke ithathe umniniyo bese isala ihlaba emndenini ilokho engikuphikayo nakhona esengasekho umuntu owaylanda isuke isebenza ini uma kunjalo ke awnabe qhawe,neutral,Isixhosa
@user people will provoke aliens with these shoes bese ayatilandza,negative,multi
@user @user @user why le apara kit e tshwanang le ya man united,negative,Setswana
oa bo o bata gore buisa thata ,negative,Setswana
@user ska tshega hle dimples i hope they sub him ai,positive,Setswana
@user i wonder what he said ha fihla haye,positive,Setswana
@user ne o mo tsamaela hela thata ,negative,Setswana
@user munna go siame,neutral,Setswana
@user @user does this include ba jang makaka a makula and get fuck d by nigerians for nyoko simply because ba latlhile ,negative,multi
@user @user @user sauer street ntate tembe needs ur attention too just after main from fox including the weeds on the side walks this is just foreign and unattractive thank u,negative,multi
@user labohelo ke bona dikoloi tse dintsi dibopeletse ene ele ka loso laga seretse rragwe iyene ke belaela petrol prices di sena go wela tase puso etswa go tabola dilori tse di cheap ko japan to collect and deliver mail nkamo ,negative,Setswana
bathong nyenya ,positive,Setswana
@user lmao so nna ke pallwe keo tshega ,neutral,Setswana
@user @user mare nagana ngwana a bidiwa tshotlhego ,negative,Setswana
@user true go tshwana le banyana ba bangwe especially those so called beauties ,negative,Setswana
@user @user @user neke hlanya jwalo ebile enkare nka palama hodima fridge ,negative,Setswana
@user @user you didn t have to be this rude ntate ,negative,Setswana
finished with my assessment kasa kwala geh ,negative,multi
ha ele gore kgang e teng go tla nna wwe ,positive,Setswana
at that stage in life where talking stages go buiwa ka go bata bana o bata ngwana le mang rasta o to mo phuaganya i like men but not enough to have a kid with them sorry but bye ,negative,multi
@user le akanya thata ka dilo hela tse di senang mosola madi a jewa obo a dira a mangwe,negative,Setswana
@user hi chocolate lady e sale hoseng hore reka tletleba ka moo dihlopha dibapalang ka teng empa ka mona ka naturena ke bona kotsi fela etlo hoba phafa sandile komphela@viljoenskroon,negative,Setswana
@user ke motho le go reetsa ngwanaka ,negative,Setswana
@user @user ke tshogile gore ,negative,Setswana
@user @user @user sa ntsha le teng ,negative,Setswana
@user @user @user sorry ntate maduka go home and rectify those mistakes ,positive,Setswana
kana ke ne ke raa jaana nka lwala ,negative,Setswana
@user tannies are the most racist of all racists chile lol honeng ntate baas a re wa mo didimatsa,negative,Setswana
sha te u retla e bua sentle re sena go tagiwa ,negative,Setswana
@user hai re tla bona ntate ,negative,Setswana
@user kante le buisana jang ,neutral,Setswana
@user @user new dawn as thuma mina ,positive,Setswana
vowed to not help out with them one can t be paying a teacher to teach bese nami ngiba i pseudo teacher target practice and carting are what i m meant to do with my little ones ,positive,multi
@user mosadi o botlhokwa,neutral,Setswana
nnya tshamekang sentle ,neutral,Setswana
@user ke rapedisa ga bedi ga rarotonga kgantele i can t do that anymore ,negative,Setswana
why ba shakgetse jaana ne lona ,negative,Setswana
whether e e tshwana le di feelings tsa after break up o santse o nagana you re over your ex kante it s just one stage of the process ,negative,multi
safa set to make announcement with mosimane ,neutral,multi
re t epa hore bana ba khutlela sekolong tshwara - e bitswang ka puo ya sesotho kajeno ka15h30 feela ho @user @user ,negative,Setswana
@user @user aus 3 days gwa tshwana mos,neutral,Setswana
@user ma am go thata,negative,Setswana
@user @user ele nna nako tsone tse anthony a sa kgweetse sentle ,negative,Setswana
lona le tlo sia le re tlogela ntwa ha di simolola 32km under 6 seconds pace uh ,positive,Setswana
bathong ati mme nnyaa guys,neutral,Setswana
@user @user o mpolaya thata ,positive,Setswana
@user di kgole di reply tsa teng mxm gare tlogele ,negative,Setswana
@user ba re boledi a thata nou ,negative,Setswana
@user tameng sesi kvee kere jackie re tla mo ema nokeng re nyaka go bona a boya lesengwe nyana ka di 28,negative,Setswana
@user @user @user @user lenna kea ipotsa,neutral,Setswana
@user kante wa betsa mokgwa wa gago ,negative,Setswana
 still to come,neutral,multi
@user @user o kopantse bb le kgomo ya fatshe ,positive,Setswana
@user @user ya tshela poi ,neutral,Setswana
the way things are going go batla motho a ntse a nale leranti mo ntlong every now and then ebe o betsa shot just to numb the pain ,negative,Setswana
ha le batlaho tseba kasephiri sa dithapelole botsise makwalo hlemakwalo a tla le botsa x2 ntate roma nnaaaa ,neutral,Setswana
@user o ganetsa eng jaanong since they confirmed what it is they want for you ,negative,multi
@user makes sense tota hela modern problems require modern solutions ha go le that go bata o siela to simple ones o ta utlwa teng,positive,Setswana
@user aowa nna ke monateng ntate,negative,Setswana
@user @user re hloka a kwale shalulile on saturday he was fire today,negative,Setswana
atleast manu e botoka ya jewa wena ,negative,Setswana
@user @user @user beautiful and on point moradi wa ntate mokoena,negative,Setswana
@user lol thata,negative,Setswana
@user bese wathini wena kuye mina my bank card came back printed ms boikanyo lmfao wathi why nga vele ngathi i ll submit the marriage certificate love so it can be updated on the system ,positive,multi
@user koore phone ke a e bona botlhoko jwa hotdog osa e shashola ko nkong ,negative,Setswana
haresena gogo araba wago ira eng ,neutral,Setswana
@user re utlwile tlhe ban ,negative,Setswana
go turn boyfriend ya rona guy re mo rata rotlhe ka tl on this day a king was born,positive,Setswana
@user oka ipotsa for eng,neutral,Setswana
@user ntja ele aeee the road is always clean because agona ope o fetang teng mole ke beast gigantic ,negative,Setswana
@user nnyaa mma they aren t,negative,Setswana
@user @user i ve been following the work of ntate credo mutwa for a while now and i hear this journey calling me loudly so you used to teach us @user and i never understand now that you re back on @user we ll continue to listen i hear mkhuli at the back,negative,
@user never tsala ditsala tsame le busy thata ga le na nako ya go ka ntidimatsa ,negative,Setswana
@user nna ebile ke tshela quarter cup kae bethela tlhogong tse tsaore ketlonna ke sora nkase di kgone ,negative,Setswana
@user o tshela metsi san ,negative,Setswana
@user botsa bubbles nna ke tshogile gore,neutral,Setswana
@user @user @user @user @user @user @user @user @user bopha bopha bopha ,neutral,Setswana
@user nah man haesale ntho tsaka hence ke ipotsa sekele motho le d seat-in ground ese nhlola ngwanarona bt i dnt think i will go dr,negative,Setswana
tshela thupa le lona ka 1 0 mo tlhabane a moso omontle ele ruri asbonge,negative,Setswana
tomorrow10august we will be discussing all things funding,neutral,Setswana
re ko podcast and chill @user @user go buiwa ka ati laabo le tsile go bua akere azishe ,neutral,multi
@user @user @user @user @user madume lekoko puisano ya ntlha ga ya tsamaya sentle ene e le ko polokwane ba re interview ka group ga ke itsi matsapa e nnile eng gonne re ne re botswa ka group ke ipotsa gore ga ka botswa gonne ke ne ke tswa brits kgakala ba,neutral,
@user re tile go kopana,positive,Setswana
ska re all ntse re tlo thata zolo ,negative,multi
yiyekeni lento of throwing yourselves at men bese when they reject you suddenly umntana bantu seka yinja e bang shy at times ,negative,multi
@user mamepe ko pele ete motho gotwe o sukiri waitseeee ,positive,Setswana
@user themma ka go gaisa ,positive,Setswana
sex appeal is one of those things that s more about personality than it is about looks dik b tse di sexy di teng not to say that there is an abundance of them but di teng ,positive,Setswana
@user @user mme kana this clause e tswa kgakala if my mind serves me well botswana ke yone hela ya treat all mahatshe haa neele foreigners treatment ena mahala ene ya tura,negative,multi
uyanqena ukuba uprivate dr wabo ubanikeze amaphilisi wamathambo kanye nawezinhlungu bese uzidlele imali kakade ogogo abazi lutho ngocwaningo ngeke balokhu bephenya ngeziqu zakho ,positive,Isizulu
@user sale re tlhodiiwa re winner first game gotwe ha re na team jaanong la re re didimale ka team tsa lona ha di dire sentle never ,negative,Setswana
jaanong go sona ke eng ,negative,Setswana
mme hela ha le aga go sena support from management ka di transfer go betswa gago nna jaana go bothokwa ,positive,Setswana
pitso mosimane senegal coach asked me why i don t coach bafana via @user,negative,multi
@user o mogolo ka go fetisisa akere dumela hle,positive,Setswana
@user @user @user to cleanse go ntsha semanya sa the previous boyfriend ,neutral,Setswana
car wash you don t move ha o suta ba sutisa koloi o kgona go utwa laiti ya gago e go leletsa e botsa gore o tabogetse kae ha o betsa pipe jaana mo western bypass wena nako tseo o itse koloi ya gago e thatsiwa mo tlokweng ,negative,Setswana
@user @user ke utlwile ba re ga e sa le meet me by the river ke meet me at the library ,negative,Setswana
@user mathata ke batho ba bomme batho bao ba dipuo go gaisa majita mo dikoloing,negative,Setswana
@user goes refiloes aquaplaning re a rutega ntate kotane ,positive,multi
friends where can one go on a day trip a ya go palama di quad bikes ,neutral,Setswana
@user mkhulise ke bosso ya teng,neutral,Setswana
@user waitse nna i still have a long way to go here i m i thinking spurs o siame hela for a date ,negative,Setswana
mme gone why re tshwanetse go dira expensive birthdays for kids under 5 ga se gore re tla simolla ha ba setse ba hlaloganya gore go diragala eng ,positive,Setswana
@user ke gore lea tshega ,negative,Setswana
@user mma she was so happy and overwhelmed from all the love she got shes so grateful o rile thank you gantsi ntsi gorr,positive,Setswana
le re buisa thata maan,negative,Setswana
lona bo bechwa le rata go re buisa thata waitse ,negative,Setswana
@user kaokwa ware wa lwala o fole aneh,neutral,Setswana
impressive defensive display from our team especially in the second half three points taken i am happy bopha buccaneers ,positive,multi
@user ga le ire sentle batho ba gaborone ,negative,Setswana
@user o mpolaile gompieno ,negative,Setswana
@user the next thing ga a sa araba phone ,negative,Setswana
@user @user ke tsebile gore o teng mo ,positive,Setswana
@user tsena ke lumela li bonolo hobane manaka a tsona a shebile holimo ha li khone ho hlaba hantle li sa inama,negative,Setswana
@user we love you poso but leviathan ,neutral,Setswana
@user but you literally can keep everything else sala nezimbejeje zakho ke,neutral,Setswana
 ene ne o di gatile yong shame tlao nthuse re busetse headboard kantlela ,negative,Setswana
@user nnyaa gongwe replye e taa ta,negative,Setswana
@user @user thata e ka nna botlhokwa,positive,Setswana
digroom tsa malatsi ano di-improvile hela thata ba simolotse go smile r ,negative,Setswana
@user hoja ra betsa heist fast fast ntse ba disitse trophy,neutral,Setswana
@user please remind me hana ntate ramakatane recently passed away kapa o ntsa phela ,negative,multi
@user thata rra it s very annoying ,negative,Setswana
@user what about dongqolo ke betswa shambola ka dongqolo bosigo bo botlhe ,positive,Setswana
i m only sitting down now ha ke yang go robala teng ka go swa ,neutral,Setswana
@user @user ke batla go tshega goreeee ,positive,Setswana
@user ke mo latletse ka sebele mme ha ke mo utlwe sentle ,positive,Setswana
@user lol ask a man ke tseya best thata,negative,Setswana
ngathi umuntu uyoze a guge angakayi e upside down house or ayo bopha i ketang e likkle paris re iseng bathong,negative,IsiNdebele
@user la rialo lekhete ,positive,Setswana
sho bro ehhhh kuku ntate e ma pele ,positive,Setswana
@user hlapa ntate,neutral,Setswana
@user ka rialo kare ha e random tweet e nale mong,negative,Setswana
@user ke reng ko teng ,neutral,Setswana
@user aowa ntate mogolo u cooked here wena i don bliv it,positive,Setswana
@user @user eish ke utlwa botlhoko jang ka ene mme o tla siama,positive,Setswana
maloba went there for the 1st time hey,neutral,Setswana
 o araba ka di parabble ,neutral,Setswana
@user iwuthole bese ikhihla esikanandi ,neutral,Isixhosa
@user thata mme nna ke ntse ke nyatsa blind ,negative,Setswana
bafana baka we are mfn chelsea and this is stamford bridge you bustards,negative,multi
mina victor ngiyamuzwa umokoena kepha isitha sakho awsazi kahle ngokusbukela le kude kepha usazi ngokulwa naso so akayeke ukihlaziya ichiefs bese ngibongela ichiefs ngokufika kuka dove edison kuleft bck @user,negative,Isixhosa
@user o siame chomie ,neutral,Setswana
@user kgosi ya mosadi ,positive,Setswana
@user ha ke a tshoga jaana,positive,Setswana
@user @user @user @user story sika tau sashoda gents maybe wife wamotema to avoid sti s and hiv some wives will act as if they don t c ur infedelity kanti she knows avele aphume kuwe unye nyi indlala bese idla ipapa infact iskhokho sase stradeni,negative,
proof of life sengivukile ngisathi ukuhabula la ebhakedeni lami bese ngiya emsebenzini mhlo ijongo kumele libe nebhakede ,negative,Isizulu
@user @user zama bese ubuya kimi,neutral,Setswana
avo and strawberries yoh ha ah one minute i m so happy ngoba we hate mogodu and love brutal fruit and amakip-kip together bese she goes and does this ,negative,multi
@user ba ntse shap jang bagolo ,neutral,Setswana
@user aowa go phefo nkase apare mosese ,negative,Setswana
@user o tshogile akere tsala,neutral,Setswana
o thole call ya landline o prepare go araba cos o nagana ke that call ore hello ebe utlwa press1 and modimo ke batlile ke senya phone hle ,negative,Setswana
@user tlhoka pelaelo wesho ,negative,multi
lol not gashy not knowing who zozi is it can only be gashy shame nah guys our son inlaw is not a social media person now i believe his only doing us a favor lol u will know famous peeps ntate mthombeni u married to1 so u will keep attending such events ,negative,multi
@user ba melomo e mogolo ba apa ka matla,negative,Setswana
@user go padile le di voucher go thata this weekend,negative,multi
@user i ain t catching molato jaanong foo go tlabe go bua lona ka bogolwane le le 2,positive,Setswana
