tweets,labels,predict_name,Unnamed: 3
@user  inkomo zase woolworths eznama vibes,positive,Sepedi,
@user ke sehlele ekete o jele kgomo ya kgosing,neutral,multi,
papading tsena tse setseng ke efeng eo oreng otla e roballa naheng olo e shebella kapa ke lebaleng lefe leo oreng otla ponahatsa ho lona nna ke batla ho bona batshehetsi ba royal am papading ya bona ya pele ya lapeng ho tlaba jwang,negative,Sepedi,
what an evil spiritboloi fela,negative,Sepedi,
@user mofeng ta gofa matlathuang,positive,Sepedi,
yall need to hear me out on karabo poppy,positive,Sepedi,
@user eya watseba ole kae ka nako eo akere le le two fela hole monate ke sure wang thola akere,neutral,multi,
@user @user ska sega ngwana mokgalabje,neutral,Sepedi,
@user @user nagana botse ntate maluleke,negative,Sepedi,
@user her pose screams ha ke sure mare ke tlile bathong,negative,Sepedi,
i love parents that call a spade a spade leska wetsa bana gara moima just to see them married and not care about their happinessthis is what you hear from ntate jerry everything he says is whats need to be discussed prior to marriage,positive,Sepedi,
@user ba ba tletseng mo re tsamayang reno pusha nako because what can we say,neutral,Sepedi,
@user because ali rati nnete,negative,Sepedi,
@user owaii rona sale re ithobogile,negative,Sepedi,
@user motho a ka ba a nagana  balimo ba mo furaletse,positive,Sepedi,
@user basaliiba tla u bolaya,negative,Sepedi,
ngaka ya the friend e powerful blind,positive,Sepedi,
@user yeap o ke dira cleveragrees to do them lets you sleep while pretending to watch tv then goes to sleep today ke last day,positive,Sepedi,
hao timile lebone o monna ke filter,negative,Sepedi,
if thato is sitting down just know a ke happy ka your work dj askies,positive,Sepedi,
@user all south africans who are against illegal immigration and their criminal activities must stand up assist operations dudula in all towns in sa malema is going to lead us to black on black war between he misleads foreigners and thats why they,negative,Sepedi,
@user plus babe o rata mazambane hey,negative,Sepedi,
le sure smaa ke motho wa nnete,positive,Sepedi,
hehehehe just say yall can rock ka gore aowa o tshwara tshwara mo le mo,negative,Sepedi,
congratulations to mapule comfort masehla @motso_masehla r 5000 with @user and up for a vodacom my muze account now,negative,Sepedi,
@user beke le beke 3 points,negative,Sepedi,
@user ke motho wa sediba le pitsa e maoto a mararo,negative,Sepedi,
@user @user ahh and than o koketso mo tabeng tsa rena ntse witsi gor peace ha yitsi,neutral,Sepedi,
@user o na le pelo e maboya,negative,Sepedi,
heateraowa mama is it that cold,positive,Sepedi,
@user @user ona le tshele man,positive,multi,
@user @user angazi phela bafo hlampe ngiphazamisa into oyaziyo,positive,Sepedi,
@user  vele o na le yona,negative,multi,
a gorgeous girl naledi mogadime,positive,Sepedi,
ngl ke amegile mo okareng i know the guy o nkutusa bothoko,negative,Sepedi,
ikwale mahlo oska bonang maqebamatheba i hope i got it right @user,negative,multi,
this is why you and bonang get along banyana ba style,negative,Sepedi,
@user habashwe bana ba baloi,negative,Sepedi,
@user waitse kana ngwana yoo ga bona,negative,Sepedi,
@usernne re tlo tsebela kae okay thanks for informing us,neutral,Sepedi,
@user @user ase mosadi waga ope mrka itatlhela hake riana,positive,Sepedi,
tama na muna ung bl te stop,negative,multi,
@user happy happy birthday to our princess modimo a mo fe tshireletso chukudu e be mfana,negative,Sepedi,
@user nna ga ke batle go dirwa jaana,positive,multi,
lets hope biggie didnt grant gas 1 the picnic coz thato is still safe just imagine bbm without thas 1 hai andizi,positive,multi,
@user eya akere ke bona mo kgarteining asenna wao tsoga now,negative,Sepedi,
ka itse gore yall dont know him but le mmolelele gore i am willing to risk it all for him,negative,Sepedi,
@user hawu we jesu kunini bengiphuca yena,negative,Sepedi,
@user tlaya chomie ke tlago train,negative,Sepedi,
@user ke di mindset tsa bona tse,positive,multi,
dipotso tsa census di personal gore yhuu ae,negative,Sepedi,
thulo keng nthoe ntho tseo le li etsang,positive,multi,
@user baowe ba koloi ba kotsi kotsi nna ka ba tsena,negative,multi,
ah basadi batla re bolaya,negative,Sepedi,
@user @user sa entse ena le tsona akere kapa habasaleo akere ena le libapali overseas,positive,Sepedi,
traveling during midnight hurts boroko bo ntshwere maswe,positive,multi,
morning run mayibe ready for mna kulanto mna ndingekho ready kwaa for yona,negative,Sepedi,
@user mara le bona haai,negative,Sepedi,
@user goreng oso buwa sezulu onnile mozulu neng janong doc,positive,multi,
@user @user tla be ke bina dihosana le bo moshe kwa heaven,neutral,Sepedi,
@user sjava bhuya phela ukuphi bro we miss ur voice iyasduduza othandweni,positive,multi,
@user ba tshoana hantle ke batho ba li golf 1,positive,Sepedi,
@user @user o kile wa nkgolola,neutral,multi,
lesang go mpotsa ka ntwa ya ko squash,positive,Sepedi,
@user ong kirile motho im getting my takeaway,negative,multi,
the nggas on my timeline are h word ba palla ko kreya basadi emba papa ssing,positive,multi,
we had good day i mean preparing dijo tsa banna,positive,multi,
@user moss leka donater simple o rotela mpopi then o vaisa container ko di sperm donor outlets,positive,Sepedi,
@user good morning thank you hope you have a wonderful day,positive,multi,
kere batho bao betha tse ba phela maphelo ao makatsa,negative,multi,
@user i was looking for a snack in ma fridge today and you werent therehi bbg jambo tena sana,negative,Sepedi,
@user inkinga ngithanda amatswana nabo msotho,negative,multi,
@user ilhoon mfanaq o gole o gole,positive,Sepedi,
unprovoked and then tlebe le bolela ka di be kindle rude gore yeses,neutral,Sepedi,
gents stop giving women money ase bana they can make their own money,neutral,multi,
@user ke bolaya ke pelo,negative,Sepedi,
@user di sa kopaneng ke dithaba,positive,multi,
@useren son kazanan kadroydu ve malesef kenan gol atmistikazanan kadroyla cikar hemen her hoca extra bir durum oltsheletekcakeske senol hocan basimiza bela etmeseydi keske kenaniustelik kimle ciksaydilarinle mial,negative,Sepedi,
@user o tlaa ira yang yaanong ka gore gatwe a nne,positive,Sepedi,
when i hear a pedi woman speak sepedi yoh,neutral,Sepedi,
@user wa layega akere gao batle di chomi keleng kere re kopane mara na o busy ka falling in love otla wa strong ere kere askies mara,negative,multi,
modimo ke paki tjeerr itjaa,positive,Sepedi,
@user as long as ke tseba heso please direct me kere keya lekaneng where,positive,Sepedi,
@user etla ka tsona chommie,positive,multi,
bana willow i think needs to help bashi willow mentally because that man is not okay kanshi it was a gi jane joke eh,positive,Sepedi,
@user ngawethu ke a rona,positive,multi,
@user @user ka nnete we cant have this ntate fainting beke le beke,neutral,multi,
@user maabane ke ha ke lebile from a distance kere what a creepy place,positive,multi,
and youre a yellow bone even you have failed all the tests,positive,multi,
@user wena o ratiwa ke bana shame,neutral,Sepedi,
@user @user how do you translate sesotho sa maseru from setswana or am i too zulu to understand,positive,Sepedi,
@user go itse bone koo,negative,Sepedi,
uber driver from earlier on kept calling me tshetshetshe lmaoi use my second name tshepang for ride apps uqale wathi tshepi wathi wena tsheps yangu tshetshetshe for the rest of the trip kinda grew on me ngl,negative,Sepedi,
@user happy 30th birthday sarah have a wonderful day,positive,multi,
@user sale ka jola not far from that place ompatla ditaba,positive,multi,
@user @user babes wa cool music kego jele fela ka tsoo pedia gase tsone dikere ore tshwere gabotse ka mmino o mogote ausi wakatshwara fela yalo 896mhz@soweto_mapetla extensionpule motlhaolwa,neutral,multi,
@user saturdays are for thato,positive,multi,
@user they taking too long le bona,positive,Sepedi,
ye e ka fetola ke modimo le rwna ga re tsebe,negative,Sepedi,
@user tla mo baby girl osale monyan wena kgale re jola le banyana bamo 66,negative,Sepedi,
le ska lebala to turn on those alarms kana sale di timiwa ka thursday,positive,Sepedi,
@user wena o nkwa gabotse,positive,Sepedi,
@user mara theoo clean weitsi from this pic nje ka utlwa o nkga monate,positive,Sepedi,
@user @user thank you so much my brother birthday present dololo birthday ice cream nyana nex enoba happy birthday motho atswa dilong,negative,multi,
@user well done champ sebata,neutral,Sepedi,
happy birthday @user modimo ago segofatse ago okeletse matsatsi a bophelo tsotlhe tse di ntle le tse di molemo di go apare ka metlha le ka matsatsi tlhola gabotse ausi,neutral,multi,
@user mara eo yone ke ntho entle,negative,Sepedi,
@user makunutu a imela ka nnete,positive,Sepedi,
@user hehehe plug me morena nna kana ke batla gone koo dijong,neutral,Sepedi,
@user @user ng ng iketle please,negative,Sepedi,
motho tlameha a ratane jwale imagine im massaging my feet,negative,Sepedi,
@user  ntha ka fase ga mattress noko this is your favorite event,negative,Sepedi,
@user  ke a leboga hleyou warm my,negative,Sepedi,
@user  waze wangicoba ke lona like why vele,positive,multi,
@user phela yall break things for content rudzani,positive,multi,
@user eyah mmata go monate this side,positive,multi,
@user @user akere le re o tswa gaza mozambique,positive,Sepedi,
@user @user mxm atseba eseka u hloile hoba feela ba tsheile litsheho lia qabanya,positive,Sepedi,
@user beke ne rooibos laceleni these 12 hr shifts will be the death of me,positive,multi,
@user okay oryt ere ke bone nka etsang tlake dire jana utlwa,neutral,Sepedi,
@user santse go tlaa buiwa other stuff mme fela e chaile,negative,multi,
@useryoh exchanging words le lerete le kwena o na le nako,positive,Sepedi,
ke re ba interogaita gore jeff jeff how do you feel about being a community dick jeff when was the last time you tested for aids,positive,Sepedi,
if you werent here i at least hope you tuned into one of the live videos and joined in this was a much needed event for the youth @user to many more,positive,multi,
@user ho tseba wena u tsebang makakarane,negative,Sepedi,
@user ake bapale jwalo i would choose direct execution than take a vax i said this as early as may 2020 i am part of the brigade they called conspiracy theorists and day by day our theories became reality to this day clever blacks are dying,negative,Sepedi,
betha unye mna whatever xhosa people said,positive,Sepedi,
@user frontal keng babe i dont know these things,positive,multi,
@user i only do one show man wetsa eng matshohlo kapa,negative,Sepedi,
@user @user ebile nka itlisa ha ke le tabe,positive,Sepedi,
@user o bolela nnete bajwetse,positive,Sepedi,
@user @user then rota o robale,neutral,multi,
@user nyaka go teya lift,neutral,Sepedi,
@user kedi connections fela if you dont have bluetooth wa kgawatega,positive,Sepedi,
nkabo ke kubilwe mo lapeng,positive,multi,
@user ee re di bone rona,negative,multi,
@user ga gona nnete ea go feta eo ausi aka,negative,Sepedi,
@user o rutilwe ke thato things we do for mjolo,negative,multi,
@user @user wa tseba ke eng this minister is doing his job so well,negative,Sepedi,
@user ke mashonisa 400 interest rate,negative,Sepedi,
@user what is this though atseba ke khale u phela bona hona joale na u tjaka e joang,positive,Sepedi,
ke dilo mang mara weshu,positive,Sepedi,
nna kemo maratong hake funi hungasho,positive,Sepedi,
@user nna ke itsitse ka nako e kene simolola go go bona gore o motlhaping,positive,Sepedi,
@user ah aowa wena o bata go senya lenaneo,positive,multi,
pain e orr sonoridade do trap bander negΓö£Γöécio do trap o movimento trap Γö£ΓîÉ grato pela vossa contribuiΓö£┬║Γö£├║o,positive,Sepedi,
@user ake nyake go bona bev for the next two weeks,positive,Sepedi,
mmereko wo wa rena gabotse ge di contractor di ka nkreya jwaleng di ka mpetha go dealer ka di zaka ta batho ase game,positive,Sepedi,
@user @user molato joale le oena ka lipitla makote a ntse a le teng ntate,positive,Sepedi,
i bought a colourful doek ke re ke tlo robala ka yona e nswarisa headache madlozi a ba nyake fashion a ke sa e rwala hloho e fodile wa tseba keng ek weet nie nee mahn,positive,Sepedi,
@user  i wanted to say this this word vernacular kore ke loma ke mala nou so,negative,Sepedi,
ntse reya pele felamotho o khathetse hohlaa,negative,Sepedi,
@user etla otlo utlwa nna personally,negative,Sepedi,
@user ke gana ka yena ba botje ba fete kamo pele,negative,Sepedi,
@user yoh aowa @user what are you doing about this,negative,Sepedi,
@user nna aowa hle kanjani i dont fit any of the criteria besides being african,negative,Sepedi,
all the best to thato for tonights eviction whatever happens tonight youre a star my best girl @user,negative,multi,
@user o jewa ke mang,neutral,Sepedi,
@user o kotsi mos wena ke torture tools tseo mos so le saga ke power tool,negative,Sepedi,
hape le melomo mara wena they bliksemed your takeaway after you went to spur le abednico mara today ke parents 1 2 3,positive,Sepedi,
@user @user suprise moriri is plumbing hes way through that one,positive,multi,
@user @user te dinchi oka di tlogela just not this one,negative,Sepedi,
@user aowa pap ya tsheletebuseng yona etla mpalela,negative,Sepedi,
@user @user lmaoo mathata abone amantsi,negative,Sepedi,
@user yay for the toaster fela the rest aowa,positive,Sepedi,
@user harena go tswella as bana ba batho ba bancho gonale bo wena yana thabo hale batle go bona bana babangwe bale happy,negative,multi,
@user hit me up on lesedi@stemdynamicscoza i also work on getting donations and funding for the not financially fit schools im pretty sure we can work something out,positive,Sepedi,
mola di manhoe dire dia sokoloha leba irela uniform ya bofebe 20,negative,Sepedi,
happy botswana day from tsheletemo,neutral,Sepedi,
he ke lahlehileo nkgutlisa haeo nkisa tseleng ya nneteka lerato la hae,negative,Sepedi,
motho missed out kamo bo neo ba re kgadisaai but my books told me sΓö£┬¼ moer youre going so lemme get to it prof prinsloo otlabe ang fata dipotso hosane ke sa tsebe taba tsaka,negative,Sepedi,
@user ale tagile lea dibereka thata serious,positive,Sepedi,
go no follower back lekula le le 1 ba setse ba e tla ka line kgane ba bitsana,negative,multi,
@user le ra gore english ya ko mathibe high ya pala,negative,Sepedi,
@user hi bontle ke bogolo,negative,Sepedi,
chiefs yona the only thing we win ke arbitration,negative,multi,
you know whats nice about being a teacher ke pakile seshabo ko pele ke heta ke shapa ka lepakiwa la mophako,positive,multi,
@user eix kgale ke fosta nou ka bona gore ya nkhawata bro,negative,Sepedi,
@user @user lol ere ketswe tabeng tse di too heavy for nna,negative,Sepedi,
@user @user lol tulare kopane mo dikgopheng ntwana yam,neutral,multi,
@user  stop it sonbatla go omanya,negative,Sepedi,
balenciaga does not believe in comfort if bokgarebe bo a itsokelwa was a brand kim bathong,negative,multi,
yeeii bathong dj soo much violenceyoohh,negative,Sepedi,
@user @user its the hope that kills you,positive,multi,
@user i think shes not a slow learner o sele and shes for the streets nje,neutral,multi,
@user tlau bethaa hmkne ke bone mme emong a kotula poone esobe le lehoetla a enoele,positive,multi,
@user  as long as you are still alive mokone se segolo ke bophelo,negative,Sepedi,
@user @user bayadla abantu ama purity sometimes nabo chomi babo angithi,negative,Sepedi,
@user @user aowa re no leka,positive,Sepedi,
ke otsela gore mme ya tiro e chaile,negative,Sepedi,
@user robala baby mama o betswa ke hangover,positive,multi,
@user @user ku ve va tlangisa thyaka ntsena,negative,Sepedi,
@user @user nkile ka jola pitoripelo yame was battle hardened but ke tsa kgale tseo akere been out that game since mid 2000s but intercom ya 1am ke e gopola gabotse ebile pula e sarasara ngwanyana mams a batla go bona ke dira eng just,negative,multi,
heeish bra aubs this beautiful song reminds me of the shell road to fame competition ko eersterust ka 19 mang mang@braaubrey @user,neutral,Sepedi,
@user @user haai aowa a se ka moaowacker ke nagana gore o lapile kudu mo a lego gona gape weekend away a se papadi nie,positive,multi,
@user @user ponny come man cant see gore ke mmashadi mo,negative,Sepedi,
@user ke robetse gabotse motho wame hope you did too,negative,Sepedi,
happy birthday @user i hope you have a super cool day,positive,multi,
@useryes we do know mme gompieno ga go bonolo usually o a bo a simolla koo cause of penalties not failure to get out of 1,neutral,Sepedi,
sale ke winna bucket ya hungry lion ga le sa mpoledia,negative,multi,
@user ba nale batho ba bona,positive,multi,
@user gabotse tabakgolo ke go ba le nako ya go hlapa,positive,multi,
betha ninye thina yes wena ta kathina,negative,Sepedi,
@user i was in a taxi saw this lady editing a contact from my love to thabang,neutral,Sepedi,
ke di shiti le di hiti malome,positive,Sepedi,
@user taba ya proof e tlo re bolaya,negative,Sepedi,
@user ngwano o on top ene o deke onyak oja nna nkare chocolate a re o rata head ke cracke yeah i see you,negative,Sepedi,
@user comfort zone e kotsi,negative,Sepedi,
@user ha le rate ho phela,positive,multi,
@user not me crying again watching this as if its new to me naledi mogadime,negative,multi,
@user @user definitely no tray and only fork no glass of water aowa ke tlo di gana,negative,Sepedi,
@user before weekend e fela right,neutral,Sepedi,
@user that time motho ha itsi nex ka wena,negative,Sepedi,
@user i did bubu thank you im home safe,negative,Sepedi,
he banna its @user birthday today happy birthday may god grant you with all that you desire less viyolese towards me and that mamello person amen,positive,multi,
@user thank you sis sego,negative,Sepedi,
@user bophelo ke ntwa baby,neutral,Sepedi,
@user sentse rebo pheta ekare harea fihla hoseng,neutral,Sepedi,
gashers and immaculates as we were,positive,Sepedi,
no thato change the shoes koti maan,positive,multi,
ke ipotsa gore ake bona dust this semester or what sekolo se thata noo man sbwl free dr like masisi,positive,multi,
@user yho haa mpolaye gape,positive,Sepedi,
@user ng ng lesa go nkgogela mo thaelong ke a itse gore ga o bue ka coffee,negative,multi,
@user akere la bona le weak mara,positive,multi,
la di rata di connection lheng,neutral,Sepedi,
yoh wena o birthdaya leng gape retle,negative,multi,
@user they dont have mandate this is why one minute theyre after corruption dcec e le teng next bogodu jwa leruo after that robbery next cyber security after that financial crimes the galling this is theyre incompetent you could excuse the,negative,multi,
batho ba twitter abana mekgwa,negative,multi,
@user @user nna ke lo loha bosiu ha motho a chaisatla qeta ka bo 12bosiu,negative,multi,
@user had me at ke ha ke sa itse gore nka reng,positive,Sepedi,
@user @user kere id rather drink rooibos hee nthwe ya betha,negative,Sepedi,
@user  moloi wa go fofa bosigo,negative,multi,
@user masepa a batho the so called family,negative,multi,
@user bona gore o swanelwa bjang,neutral,multi,
bo abuti ba limpopo kgane le kwile bjang ka fabiani gape lea fellela bjale ba senang seaparo sa fabiani ke sure ke few,positive,multi,
@user e gana ka nna mai chomi ke re ka zama di gear ga di tsene,positive,Sepedi,
@user ke nako bagageo madamchair signing in exco etlang ka pela @user@user tech team le ready @user le chriseintlik what is chris handletaaubs we are here hauw,negative,Sepedi,
@user go batlega wena matswele ke bonus,positive,multi,
@user worry not neo o tla dula a tlatsa tank yeo,positive,multi,
happy birthday @user i hope you enjoy your day to the fullest and may god bless you with many more years and your heart desires,negative,multi,
@user you know with government go nna go nale something missing lets do what we can gongwe batla itsosa,neutral,multi,
@user aai nna ke sharp ka yona yela,negative,Sepedi,
@user batho reutswa le di bono,negative,Sepedi,
@user @user bjale pitbull yona e tsena kae raga masa o rage le mongwe wa yona @user,negative,Sepedi,
first things first eunice you have to take off your weave from now on,positive,multi,
@user @user re siame ande sesalang tsamo bula company hare tlo utlwa ka lona,neutral,multi,
whitesi saw a snakeblackske nokwa ka meriri ere shrrjiki jiki go foka moya wago tonya pelo yengwe e nore tloga mouwe kare two steps backwards letswalo lare ruthuu kakwa moya o mongwe ore lebella kago left ekere phapharaayela kodi zoo gaba nayoahh namile kare 120,positive,Sepedi,
for gas 1 to take the money home we will make sure shem thatos fan we going all in for gash,neutral,multi,
@user@user @user there i already sent you some of the tweets under this tweet of yours of gashers decampaigning thato and trying to recruit shippers to vote for gash only dont try to act dumb w,positive,multi,
@user @user bontate ba mare,negative,multi,
@user mo ke plate ya seshabo hela ya zengwe e ha thoko klaar,positive,multi,
@user o ntshitse serope ko ntle time to find you a boyfriend now auwa o batla madala or ben 10,neutral,Sepedi,
go boima mo south africaga gona meberekoexcept go thwasa being a cameraman or a dj,positive,multi,
@user @user unless he wants to join you guys pls dont invite him o tlo dumela ooh,negative,Sepedi,
@user @user ao batho bajaaowalte yarona rough rough i had to step in nd help them,negative,Sepedi,
@user  shem lol u probably stuck somewhere on a horse in maseru,negative,Sepedi,
@user ba go bolella malele a eng,positive,multi,
mbolfa league full time scoretut fc 6 0 ntshepe fcgoal scorers sibonga nzama 1 thabang malupe x 2 birthwell maseko 1 ntokozo mabitsela x 2,negative,Sepedi,
@user re lwesha ke jwala mokgotse,positive,multi,
someone pulled out a nokia 310 today on my way home the excitement i had ke ga ke akanya snake le space impact nkabo ke kopile go tshameka waitse,negative,multi,
@user go riana re latlhegetswe ke sekgantshwane o ne o re representer sport code sefe,negative,Sepedi,
@user ne ke bone story beke ya teng hae wela ke ha gotwe yaanong re nwela gore o hodile,negative,multi,
@user @user west ham ya gafa they must be out of their damn minds,negative,Sepedi,
@user @user tlisa evaluation re bone r 50k ke bokae in your company,positive,Sepedi,
@userbo sello maake ka maaka cummon i just switch to cartoons or channel 200,neutral,multi,
@user mathata batswana ha ba itse se ba se batang,positive,Sepedi,
@user re gona abhuti raleboga le tla hlwa gabotse,positive,Sepedi,
@user wena ake nale molato le wena nkano go kolotia ge o sokodisa ko bulela phokwana ka kua geno,positive,multi,
di hatchback di fedile go setse di crossover,positive,Sepedi,
tonight the soul train birthday tour is out @user pretoriafeaturing my brothers @user  lets make it hott,positive,Sepedi,
@user eish maan kana o ka fitlhela ngwana o mongwe a goaowacka so it was ice breaker maybe,negative,multi,
le rata di unnecessary debate yooh,positive,Sepedi,
@user  ma le china ke mang,positive,multi,
@user  he must tell us to take off masks and break loose the levels thing if not that angasbhori ebile we dont have electricity to watch him,positive,Sepedi,
lol hahaha le phone tsa rona,negative,Sepedi,
@user bale is our killer but ramsey makes us tick we are a poorer team without ramsey in midfield hence ramsey us our most important player i love bale so get off your high horse and stop being offended,positive,multi,
ke tlo e tsenya gannyane ke e nthe ka nakwewe o nyaka go tlala ya gagwe phone pele,negative,Sepedi,
@user ke bone ka mongwe wame gore ke nnete waitse man is a friend of the press he hated all his life,neutral,Sepedi,
@user koore ba gana mme hakake ka ba itsapela,negative,multi,
@user @user bophelo ase group work khanya,neutral,Sepedi,
@user my husband said pause it is that theo dressed as a footman,neutral,multi,
@user @user ke bhorega kudu,negative,Sepedi,
nobody recognises your worth when you are broke funny thing though when you start making more than they earn they all wanna become buddy buddy ebile o simolla go bitswa fam mme lo nyyele struu mo go nna akake la se bona,negative,Sepedi,
@user  go yo jewa motho,neutral,Sepedi,
@user nke leboletse vroeg gore renweng di bioplus bathong okare disatlo bowa,negative,Sepedi,
mjolo ga ona thaka relatable,negative,multi,
dilo tsa ko village app gatwe ke tsone dipotso tsa palobatho,negative,Sepedi,
@user e be o tlo reng,neutral,Sepedi,
@user o reng jomo ka mazaza,positive,Sepedi,
@user aslinya buku dibolelat dokumenterseru cuma kudu sabar da ngobrol wungkul bisi tunduh,negative,multi,
@user im so curious gore di fella kae di links bro didnt even get to the inconsistent ones,neutral,Sepedi,
rae rata mara e seng 72hrs aowa ban,negative,Sepedi,
@user ka nnete le yo mogatagwe ga leke go mo prover otherwise,negative,Sepedi,
pelo e batla o feng,negative,Sepedi,
@user le bolawa ke eng go fisa,neutral,Sepedi,
@user owai gape nyena monna motho o phela a otshenyetsa nako hela ka nyena lo dirametla tsa bohelo,negative,Sepedi,
@user that may be true but like trent when you deliver performances and have an impact at the level of morena doesnt matter who is more archetypicalmorenas electric and its not as if he was being exposed while defending and khuliso used to fou,neutral,multi,
slade sa batho se robotse,positive,Sepedi,
polelo ya batho ba ey di podcast di re bolaile,negative,Sepedi,
@user @user wa gopola re tswa go e rekela mongwe morwarre,negative,multi,
@user thatos role model is mpho wabadimo you all know that themba lost interest in her coz she couldnt stop talking about her role model thato cant stand by herself shes all about ally as for mpho its a different story she is the queen,negative,Sepedi,
@user mara otse wadi rata,negative,Sepedi,
@user re phoneleng le tlogele go thubega die tlhaloganyo,positive,multi,
kana what did she say about huns from pretoria bakwa lah,positive,multi,
@user i figured since lotto yela e pala,negative,Sepedi,
kana nna ga ke itse gore tshwene e kile ya nna ntle ntle jaana kae hela,negative,Sepedi,
@user o raa gore le irwa keng mme ga o lebile,negative,multi,
@user@user aowa ha ka ithoboga ebile re tshotse blankaowaque for her signing on fee,negative,multi,
katt ke lesepa la motho,positive,Sepedi,
@user ene batho ba araba,negative,Sepedi,
@user o nne o practisa re tlo ya ko ga @user after 15 jes boyza o tlo kgopela sego sa meetse ka morao a ngwaa yeuwe,negative,multi,
@user and ke andina kwa xesha labo wethu,neutral,Sepedi,
the next for the kids tournament is projected to have 350 kids participating and its happening in june,positive,Sepedi,
@user ke bona eka hahona mohlang atlo theoha rea le eena likhethong,positive,Sepedi,
@user eii muun ga sa nyake ga nyake,positive,Sepedi,
@user kgane ga a swane ge a le mo,positive,multi,
batho bangwe ba na le swele dilo tsao ba aga ba lahlela toulo ka pela mara ge otla a cream ba lwa le color tsa bona until ba eba pink,negative,Sepedi,
sis does it all herself an independent hun u thato,neutral,multi,
@user @user asimdingi uthini yena ulibo,negative,Sepedi,
re thaba le go tsea di picture le makgowa mohlang re tsoga motlabe bare ye ye captured funding what what,positive,Sepedi,
i wonder whats on her mind @user congratulations to mphowabadimo the only bbm woman amongst 4 madodas ziyakhale ke manje beke le beke @lawrence_maleka,positive,Sepedi,
kota never had it therefore theres no need,neutral,Sepedi,
@user o tlaisha ka mahloko a bana ba bang,negative,multi,
@user o batla go botswa gore di toilet di kae mo lwapeng,positive,Sepedi,
@user they are too clingy ou ize isho indoda ithi i didnt ask her to move in isdima sami sona,negative,multi,
@user @user i doubt its for clout really it might have happened and she could be mad vele and shes venting remember some kids are raised within and environment ya go bolela maikutlo a bona freely mara yheey the tonedamn over kicks fela,positive,multi,
@user mara mr maimane ntse le sa buwe nako ela le sale ko palamenteng,negative,Sepedi,
@user @user ebile ke mariha please,positive,Sepedi,
@user well done champ dikeledi,positive,multi,
she cooks ha fetsa yena she eats peanut butter iyoh thato,negative,multi,
@user lol o nale maaka hle,neutral,multi,
its time 4 lets gather here and follow each other,negative,multi,
gatwe fa o ya go reka ditlhako o tsamaya o rwele ditlhako,negative,Sepedi,
latifi o clumsy beke le beke ke yena yhoo,positive,Sepedi,
@user exactly but knowing thato hearing music alone will make her fresh ina split second,negative,Sepedi,
@user o tshwenya keng cuz wena ao da,negative,multi,
@user mathata a lefatshe bophelo bo boima,negative,Sepedi,
@user mr t monna o apare purapura e red ke go bitse dr t gape ga se wena ba baracus,positive,Sepedi,
im your mom for sure nna ha ke sbaye nkampaneng ra tlogela,positive,Sepedi,
kapo motho onyale monna oa bobeli achee,negative,Sepedi,
bafanas waitse pain eo sa e feel thats how i feel i hope ke tla itshwara gabotse nako e ke mmonang,neutral,multi,
@useryoh le teng moo hae it needs serious revamp for real,positive,multi,
@user kea bapala banna wee,neutral,Sepedi,
@user lol tshidiseha ho tla loka,negative,Sepedi,
@user wena okari o abuser motswadi lmfao,positive,Sepedi,
@user hiim okay and yourselfi hope you are well,positive,multi,
@user ndibukele yona ngoku mama,negative,multi,
se tla nna bogalenyana selo sa teng jang boo,neutral,Sepedi,
enoa o emetse fla ke penye follow a tsebe ho re hello are you an investor,positive,multi,
ka be ka gopola dukes from backstage soap on etv gone are those days,positive,Sepedi,
@user @user its not a van its a nyala riot vehicle under reporting on factual matters discredits your integrity as a journalist,negative,multi,
@user @user thiba mpopi sa tshega,positive,multi,
@user @user ilhoon o gole o gole o be le tsatsi le le monate thatamiracle day has come,positive,Sepedi,
@user nka mo tima yona nna,neutral,Sepedi,
@user go tsamaya ke go di bona ka bakgatla ba ntswete,negative,Sepedi,
@user @user o mphile yena neng nou ntja,positive,multi,
@user molato wa hard to get keng he bathong,positive,Sepedi,
@user ah bone mo tsene grootman yaka ke betcha ka wena,positive,Sepedi,
@user re tla reng abuti baleni,positive,multi,
@user @user true tshepo mathata feela so sad,negative,Sepedi,
@user tlabe wa timela nke le duleng ka gae,positive,Sepedi,
@user ahh happy birthday to her a gole a gole,positive,Sepedi,
gape corona is going up,negative,multi,
@user @user isse pahle bhi bola tha kya hua tha giragit aadmi hi ye,positive,multi,
@useraowack whatsapp i sent nudes i hope they dont make your day worse,negative,multi,
@user fa go pala o tla palama nna,negative,multi,
@user money in jwang o sena motho,positive,Sepedi,
o ntse o le kae mona,positive,Sepedi,
agona leko motho aka hustlang di rounds kings know their worth these days abasa dumela go usiwa,negative,Sepedi,
@user utlwa o mpitsa monate byang,negative,multi,
@user excuse ya gore o ska mo hlala a se gore ge ke re o bose o tjame o fana ka yona,positive,Sepedi,
@user bula space for frame 4,negative,Sepedi,
@user converting litres into kgs rightsekala se kaea ke sege mara its so funny,positive,multi,
@user youre probably the only one who listens maar le teng u nkile nako,negative,Sepedi,
@user  lol bathong yall confess,positive,Sepedi,
@user ge baka thoma go apaya ba ka ba shapo,negative,Sepedi,
@userthey did and as usual malema wiped the floor with that doctor,positive,Sepedi,
@user o tshwere stock sa makgowa,neutral,Sepedi,
