sentence,Final_labels,predict_name
video of ntate thuso motaung wilding will forever be my content,neutral,multi
@user ahh unfazed as always trying to shift the blame ba batla re lo blame bo rakuoane koana empa ho hlaile bitso la diman in there,negative,Sesotho
ekaba matiki ke tla mo fumana kae re tsebe ho signa di divorce papers yoh modimo,negative,Sesotho
i can not afford the air i breathe nor waking up le khona joang ho itlhokomela evory day,negative,multi
@user empa mang mang wa ba tla ebe ho ba le li complication tse etsang a qetelle a sa tla,negative,Sesotho
now i have to limit my time ya ho sebedisa phone yaka cause mabone since a tsamaya maobane hoseng ha so kgutli le nou and ho thotse fela ha o na movement,positive,Sesotho
@user re tshela bokete mma but a re o tla bua le ba ko lapeng ka gagwe,positive,Sesotho
ele gore batho ba bata gore charma girl a reng nna re koo,positive,Sesotho
Γö£┬╗Γö¼Γò£rona buwe ake utlweΓö£┬╗Γö¼Γò£,neutral,Sesotho
@user kae re fihlile joang mo,neutral,Sesotho
@user ska sebelisa motho enoa @user o tla koata haholo,negative,Sesotho
@user @user wa moreneng bala my tweets hantle ke o arabile kc recruitment team fell off10 years back they now signing history performance not current form check their stats they either sign overseas rejects or free agents thats wh,negative,multi
le tlhokomele banabatlogolo le bo monnaalona please go tletse di predatora out there,positive,Sesotho
@user thank you for reaching out to supersonic youΓö£┬╗Γö¼Γò£re through to thuso kindly provide me with a detailed description of your current query and i will assist as best i can,positive,Sesotho
ebe o fetilwe ke pale ya episode 271 tobetsa ho mamela,positive,Sesotho
wat came first the chicken or the eggif u dont change know the answer we r breaking upaaah aaah aaaah o utlwe bao betha ka question e mafatla a thibane same time ditsebe di tswallege oesophagus e re yooooo mmawe,negative,Sesotho
@user ka nnete nahana ka birth month yaka ebe ke spoiler motho emongnka shwa,negative,Sesotho
@user tjo once lefatshe le fele geh,positive,Sesotho
@user ao shame then you should only eat it ka dinneri guess hao hlapa hoseng the smell will vaye,negative,Sesotho
i absolutely love working with khetha what a communicating king,positive,Sesotho
@user nikis wesho mamenemene akhe a kganya kudu,positive,multi
@user ee tota go bata motho ntse a simolola ka december yaana,negative,Sesotho
@user ke shebile oseka lekwa ole hantle tjena pena,positive,Sesotho
@user ohh okay kea bona empa i keep seeing her even in non circularstatement engagements joalo kabo li social media videos hake tseke im just curious,positive,multi
@user ga rena meno re le bantsi,negative,Sesotho
jehova ke modisa wame gankitla ke tlhoka sepe amen,neutral,Sesotho
@user kea leboha haholo wena wesilo,positive,Sesotho
i was asked to send my stationery list for the year there at work motho o loketse iphone1 and submitted everything ke rapela gore ba no approve because stationery sa ka se include yona or else ga sa fela,negative,Sesotho
a ipuela meconium grade 3 feela nkaku empa ala fuoa botona health a tloha a sentse ho feta ka moo ho senyehileng,negative,Sesotho
motho u tla utloa mohlang e leng eena a ntsa otleloa ho confessa ntho a sa e etsang ke mapelesa hore lesotho ke liheleng this can happen to anyone,negative,Sesotho
@user akere waboh hehere ke itlheke sebakeng,neutral,Sesotho
@user blunt n sleepΓö£┬╗Γö¼Γò£o chenchileΓö£┬╗Γö¼Γò£speaking of which go bata motho a apeetse ruri bpc hae tshameke sente waits,positive,Sesotho
only thing i hate ka kasi ke batho ba ho dlala music hoseng eyo jeso,negative,Sesotho
i need a new number for december le tena batho haholo hore,negative,multi
lol @user bona thaka tsa go di etsang,positive,Sesotho
baile ma gauteng kadi makeup kit tsa bona a se ka chubaba ke chubaba fela mo gae,negative,Sesotho
@user lehlanya lea bokaneloa hare nkeng tsohle tsa rona ho fumana sebaka se nepahetseng sa rona re lokolle koetla,negative,Sesotho
@user re motlotlo ka uena molimo a u boloke le rona bohle fumana tlhohonolofatso ho tsoa ho molimo tataiso matla le bohlale puso ha se potele ha se kerekeng moo re binang hallelujah mohoma temeng u etella chaba se ranthaneng lipelo liroke,negative,multi
@user @user monna ha a apare ntho tse matsoho a makhutΓö£┬╗Γö¼Γò£oane ha a roale hloohong ha a tene shortswhy is it being about basali,positive,Sesotho
yona e monate hoseng,positive,Sesotho
@user @user haholo feela,neutral,Sesotho
da wants to lead a protest to luthuli house why luthuli house ro etsang ko anc headquarters when theres union building and parliament handing a memorandum to fikile,positive,Sesotho
@user akere and di ntsha dikgomo dintho gore,negative,Sesotho
@user @user i alwys ask myself ntho eo why they alwys saying under 35 empa bona ele mekgekolo,negative,multi
@user lona mara ale xap you mean bo nkadime chelete ke tlao bona ha ke eme hantle,negative,Sesotho
or zaka ya kganya,neutral,Sesotho
ho tletse bo Γö£┬╗Γö¼Γò£married my best friend this past weekendΓö£┬╗Γö¼Γò£ best friend yaka nna ka ipotsa o dutsi kae,positive,Sesotho
ebe edit button e tla ba teng neng kore re tlo itsamaeloa holimo ke libari feela,negative,Sesotho
@user @user @user @user romance yang next thing ba yenza dintho tse stout,positive,Sesotho
@user barely i had a doctorΓö£┬╗Γö¼Γò£s appointment hoseng,neutral,Sesotho
recensie Γö£┬╗Γö¼Γò£donΓö£┬╗Γö¼Γò£t screamΓö£┬╗Γö¼Γò£ Γö£┬╗Γö¼Γò£deze show blijkt een betere relatietest dan Γö£┬╗Γö¼Γò£temptation islandΓö£┬╗Γö¼Γò£Γö£┬╗Γö¼Γò£,positive,Sesotho
@user @user empa ne ke botsa,positive,Sesotho
@user monna otlameya ho ba le chelete,neutral,Sesotho
@user ke nahana joalo,positive,Sesotho
think i left my forever thnkfl shirt at home and my biggest worry is letlotlo taking it for himself,negative,Sesotho
@user thuso mbedu please,positive,Sesotho
@user wishing you all the best with everything oe etsang mo bophelong remember that we need challenges in life so that re nne strong and re nne le di success stories dira di go tshegile when things were bad but now ba tlo nna disappointed that,positive,multi
@user eja chelete eo,neutral,Sesotho
@user hon tsepang ke kopa u hlo re thuse ka ena ea hore rele baqolotsi ebe re koteloa ho kena ka hara paramente ho etsa mosebetsi oa rona e makatsa mona mo a foreign media o fuoang monyetla holima rona kea ikokobetsa,negative,Sesotho
@user @user mang nna heelang tlheng,positive,Sesotho
le butse lewatle botshabelo be le sa mpolelletjhe le sehloho,negative,Sesotho
@user moetapele oa revolutiono motle ba tlhaku ya tekwanekgidi amohela,positive,Sesotho
@user @user ene o ne a bata ba drawer body ya ga mang,positive,Sesotho
modimo people are getting mcflurries on the tl empa nna,negative,multi
@user heleek acheeee nthoe ka hara naha eeh awelee banna nah banna retla ya pele tjee hontso etsahala ntho tsa mofuta o tjee,negative,Sesotho
i feel like this one we should go to the cinema just to support thuso,positive,English
@user e dingalo kgang yago,negative,Sesotho
@user sentletse wena ganke o rotloetsa batho maar le @user ke mosebetsi,negative,Sesotho
nahana menwana eo esele ka mane,negative,Sesotho
le bloma kae d sunday session tse hlakileng tse llang soulful le deep house,positive,Sesotho
yup it was just a friend nothing deep they continued i got in took whatever it is it se ne ke se bata ebe ke tsamaa,positive,multi
@user @user neymar ha a etse marata a etsoang ke neymar he used to be annoying while at barca i never stood for that empa feela ne ke so be twitter ebile eena hee they bullied him thats what i fought for,positive,Sesotho
@user kare ke tlaa ko lapeng,negative,Sesotho
ba buwa ka rena mo,negative,Sesotho
@user aowa ago selo fa mmina dangerous geba setse bale swere dihlogo ka kamoreng lere tuu,negative,Sesotho
chelete ena kea mang bo,negative,Sesotho
jwale o tlo etsang girlie,neutral,Sesotho
ke ho ngala kapa ke ho nahana re betere hofeta kapa ke eona kelello e sa qekiseng e etsang basotho ba se lokise litaba ke bolela tsa marato boamani mesebetsing ebile re qetelletse ka litaba tsa puso ea naha sena se bonahala haholo ka ho se rate lipuisano tsa tokiso ea litaba,negative,Sesotho
@user dilo li chenchitsemashano a felile,negative,Sesotho
@user mara weitsi ke serious kopa coffee ya letsoho la hao,neutral,Sesotho
eja chelete eo a re sure gore tomorrow tla be re le kae,positive,Sesotho
@user we will be drunk re tla nahana ke ya mampela,negative,Sesotho
@user ditiro akere re bereka banyana akanya ke akeditse motho kere ke mo lapeng ebe a mpona mo ke le up and down ko bbq and fam,negative,Sesotho
nka tsoha hoseng kiye skolong kelo loma milli,negative,Sesotho
@user @user mapholi ekare e tletse empa re ka e bona joang ka ho nyolosa khohlo,negative,Sesotho
@user ke nahana e sebelitse yes libakeng tseo uli balileng hoba enese libakeng tseo e utluisitseng sechaba bohloko ka kotlolohonahana motho ea nang le matlo a mabeli a maholo masowe eo bophelo ba hae bo fetotsoeng ke ho utsoa chelete ea sechaba re,negative,multi
@user o qadile ka nnete wa e tswaka ka leshanogrow up if u r a leader,negative,Sesotho
@user @user ba ra gore re kgosele le dinamane tse tsa rena re lebale ka lenyalo,negative,Sesotho
ke nahana ke dibreast again,positive,Sesotho
@user @user @user most woman are shy or scared of initiating sex always worried about o tla nahana ke rata sex,negative,multi
mzala hore akare lefatshe le petsoweΓö£┬╗Γö¼Γò£ o setse a maketse fela,positive,Sesotho
khotso le mme maleseli ntse ba bua ka nna hoseng hakana,positive,Sesotho
majita lesedi o kae,neutral,Sesotho
hela ka gore ka re motho a ska ja mopako mo lapeng bathong are all 6 year olds this dramatic,negative,Sesotho
wa itse ga o dire bana bao sente go bata pizza a bo ba go e tima once,negative,Sesotho
@user kana le nna itse ke ipotsa yalo gore ha utlwe nix nix ka marago a masetlha,positive,Sesotho
@user noted we will send the hlokomela team to these areas so they can assist thanks for letting us know,neutral,Sesotho
@user se felile semenye,neutral,Sesotho
mas muka pang bata mama ko sakin bdjwjsjajsjs hustisya,neutral,Sesotho
problem le rata dintho eseng motho dom dom dom,positive,Sesotho
@user @user @user ke wepener sebaka sao qetela pele o kena mafeteng lesothovanrooyens gate ke border,positive,Sesotho
i mean we all know thuso mbedu can act but this the girl ate it up and left no mistakes,negative,multi
@user economy ya bone le masika a bone rona ba bangwe re fetogile ba bogedi batho tlheng re natheleng rona masiela a economy a ga rele tlhomola pelo tshoga mohumanegi lesiela a re tlhopheng ba emedi ba nnete e seng bo makgorwane,negative,Sesotho
@user @user o mpa a le moholo ke ne ke tla re ke motho ea tellang batho o nahana ha hona maikutlo a ka fetang a haeo ikentse molingoanahe long blocked me,negative,Sesotho
@user haho lebaka la ho isa mosali letsoho,negative,Sesotho
@user as long as i am i eat people say hee hee haba khone ho jang hosengas long as i am up,positive,Sesotho
kopela map and times about whose playing performing where,neutral,multi
@user ke batla e tlo qetela moo ss e siileng hantle ke batla u sitoe ho noa weekend ena,negative,Sesotho
@user ke a leboga kgaitsedi,positive,Sesotho
@user lmao keofa fela wena ke wena atla bona ko pele,negative,Sesotho
@user all the best ntate haii ke nahana team ena e hloka mahlonolo,negative,Sesotho
@user @user ao ntate letsosa batlo u mocka batho bana ba u etse eka ha u phele hantleits as if we are not supposed to say anything anymore what a sad time,negative,Sesotho
@user mmaleshoane ke horeng,neutral,Sesotho
@user @user tameng ka mahlakung sesi moleboge jonjon o swanetxe a hlokomele brandon a kere ba bo brandon ba tseba a na le yenalenna nka mo hlokomelajomo molemane ke nna ka kriel gae ke nebo brooklyn,neutral,Sesotho
@user @user retla u toula u utlwe u sa kholwe moshana,neutral,Sesotho
@user bathong ke gone o itseng gore we save themjust waiting for that1 day,positive,Sesotho
@user u apere hantle,positive,Sesotho
@user ke batla le bone hore hake motho feela akere daddiswhy ktla maker sure hore lea hlokomela ke sasanka ka gd6,positive,Sesotho
world cup e senang lerata joalo ntle le haeba ke nna who is out of touch with football fraternity,negative,Sesotho
hona le motho e mong a lutseng officeng kae kae a ntseng are hare atlehisa bohahlauli bochababonono le mmino retla li bona ka moraokhuweeeeeee,negative,Sesotho
ausi oo o motle hleng btw can you please give me the and artist of the song playing in the background,negative,Sesotho
colleen ene o tletse di joke waitse,negative,Sesotho
mara nthwe le etsang kat hae grand @user,positive,Sesotho
@user rraditapole weeee o hantle mare oshap,positive,Sesotho
@user @user @user ke ee bone eka ba tlangoa feela basali boetapeleng mona ha ke nahane ba e thahasella nthoeno,negative,Sesotho
if lefatshe bulega ke tsene was a person,neutral,Sesotho
@user ke ne ke nahana hore eff will take over ke bone ha se ba tshwara di meeting le ditsotsi maoba mo hore ho phehwa sengwe,negative,Sesotho
@user as always kgaitsedi yaka blessed evening king,neutral,Sesotho
ke mametse endless love baby brings me tea in bedleave the streets please there is nothing there,negative,Sesotho
yho nahana kere ka zama ebe ke catcha ma twins a i2 nka lla,negative,Sesotho
@user @user @user ke tseba sefahleho fela e seng lebitso guilty as charged ltv ke ea e tsoafa,negative,Sesotho
@user ke hantle ausi waka wena o hantle,positive,Sesotho
some other teams are busy on window transfer but ya rena e busy e re jesa ke betway,negative,Sesotho
@user ke motho fela,negative,Sesotho
guys heaven e tletse etsang fela nou,positive,Sesotho
free state kroonstad protest marchΓö£┬╗Γö¼Γò£Γö£┬╗Γö¼Γò£ the planned march is currently in full swing following streets are closed murray subway at cross hill and steyn best to avoid cbd if possible saps moqhaka traffic and fire brigade are on necessary scenes plan accordingly,negative,Sesotho
o se ke wa tshaba hobane ke na le wena,positive,Sesotho
@user mmmmmh gona go khutxitxe rena re senang batho mos if le sokola soooo,negative,Sesotho
e joang pula hae moono guys,negative,Sesotho
@user ke bonwa ko lapeng,neutral,Sesotho
@user o sharp fela wa mmona,negative,Sesotho
lona leebe letlo re e ntse le hoseng le hokae,negative,Sesotho
mathata ke go tsenya modimo mo dilong tse a sa di itseng,negative,Sesotho
@user hei o nahana haka bona you didnt even come back so its true o jewa ke bo papa for chelete do better,negative,multi
@user personally nna ke kopa o kgutle appeng yane kapa re toxic zanele but more than anything ke batla o be hantle you uplift us more than you know,negative,Sesotho
e ngata ha holo ke mokhona ke tsamaya ntse ke fana ka eona hohle moomxm ene re lula re qabangoa ke ho thusa batho hoaka le motho enoa mehlaena empa joale ha hona mohla ke tlo emisa etsoe motho a koate forever moss,positive,Sesotho
@user ska noa ba sab black e ntse le carling hantle ba mmb,negative,Sesotho
@user kana nna i can spend the whole week ke sa buise ope mo lapeng ele dumelang hell and thats it mind you kenna le my whole family extended even,negative,Sesotho
mariha a sa kene empa hee the less i say the better,positive,multi
@user wow greatempa ena ea hore the deceased bore same name tefo kere eskaba tulo seno ke sa bo tefo feela,negative,Sesotho
@user o saleng hantle happy stanton got it,positive,Sesotho
reliable parents sent their kids money today empa nna,neutral,Sesotho
@user habae balo qava na inaguration e etsoa joang,negative,Sesotho
@user @user lolplease sing for her wena motho waka for once today a utlwe voice e monate,positive,Sesotho
do you have electricity thuso right now post your schedule and lets see,neutral,Sesotho
@user @user o re nkga bodila haele hantle,positive,Sesotho
@user @user @user ahhhhh lonalefifi le hantleutlwa fela ntho tse le di buang ha le fuwe chance ya motlakase,negative,Sesotho
@user akere retla fela re ja spinach,positive,Sesotho
@user gert o etsang,negative,Sesotho
@user @user thank you that time ke wele botlhoko joang when i just reached 5km but i soldiered on,negative,Sesotho
@user ke lumela joalo haholo oa bona ha kopantse manifesto tsa bona,negative,Sesotho
@user @user le nna ha ke e ja1stime ne ke sa tsebe ke oona mohatsa o mphile nama e grilled e monate a njoetsa kamorao i dont know why but i felt betrayed empa e ne le monate,negative,Sesotho
@user true the main advantage of top private schools is the connections and networks that kids build for life these kids go on to study overseas and work at top companies globally from these connections not rena ko dzingidzingi high,positive,multi
@user @user mxm ha kea re letho ha qeta,positive,Sesotho
@user traffic ke lo nchafatsa registration plates ke december 218 khilik re le bangata ha re laenatse ho lo fuoa lesenke ha thoe re tsoele ka ntle re bangata haholo ra thusetsoa festereng kantle pakeng tsa festere le mo ho engoang ke f,negative,multi
@user kana tlabo e nna o kare ga o utlwe shapo,negative,Sesotho
o motle jwang re tla itahlela batho wa tseba,negative,Sesotho
@user neke qabohile hampe hake utloa taba tsena @user hoseng are immediately after she was approached o ile a tlalehela komiti e kholo ea rfppolotiki ea lesotho,positive,Sesotho
@user @user tonakgolo ya northwest bushy maape o solofetswe go kopana le baagi ba mmasepala wa ramotshere moiloa kwa lehurutshe go buisana ka dingongorego tsa bona baagi ba ne ba tswetse tselakgolo ya n4 ba ngongorega ka mets,negative,Sesotho
@user ei le dlala ka poverty ya rona tlheng bo lebo,negative,Sesotho
@user o godile kganya hle,positive,Sesotho
@user ne ke bata gota ko Γö£┬╗Γö¼Γò£gwa inoswaΓö£┬╗Γö¼Γò£ tent mna,positive,Sesotho
@user hantle haholo boss numbe1,positive,Sesotho
its been raining for the whole week re leboha pula tse mahlohonolo empa aowa hle ke weekend nou smakie please give us a break nyana good morning south africa,negative,multi
what a time to be a mosotho oa lesotho,positive,Sesotho
@user @user fela u hlokomela oa ha lihanela hore litseho li ea qabanya,negative,Sesotho
taba ya school fees sa 300tawa ase ya rena kaofela go nale hoerskool mos,negative,Sesotho
@user the way banang le drama kateng bana ba paramente ya10 ke nahana le next week batlabe baso litheohe,neutral,Sesotho
aowa ophile kgomo kgaetsedi kgomo ke kgomo ga e yeme empa ge e dutse fatse e felela ke maatla,positive,Sesotho
@user moya mahlong a tau o ya a swere serumula,neutral,Sesotho
@user @user di players tsa chiefs ba lapisitse ke cake dimpa di tletse,positive,Sesotho
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user orata ntwa hore,positive,Sesotho
just dawned on me that i will no longer see lumkos tweets on my timelineempa hee it was gods will,negative,multi
mara ake sanwa so ko etsang ka nako yaka,negative,Sesotho
@user ijaaaa nna kana ntse ke itebetse kele mo lapengke tlaa lala ke kubilwe weee,neutral,Sesotho
@user yakee wena u followa taba yena hantle moetapele,positive,Sesotho
@user @user kgotso moifo ka lapeng tshepo haeyo hohang ho rona setjhaba ho tshwarwa ba tshwarwa e mpa dinyewe tsa bona ho a tsebahala hore ditlo fella moyengkeya leboha botshabelo u7,positive,Sesotho
tegreen capsulesdetox the body and beat the bloatΓö£┬╗Γö¼Γò£ helps boost your metabolismΓö£┬╗Γö¼Γò£ weight lossΓö£┬╗Γö¼Γò£ decreases bloatingΓö£┬╗Γö¼Γò£ increases antioxidantswhatsapp 0844448278iphones condolences thuso jmpd libho wimpy rosebank eskom kaizer chiefs durban lesufi,negative,Sesotho
@user as for the attendance list ha ke sure ka eona ka nnete empa looking at this one why wouldnt prof attend ha re re mokhothu re ea mo tlohela hee re iketsise prof le machesetsa like jp was there,negative,Sesotho
@user ke lumellana le wenake mpa kere for this govt ho sebetsa hantle ha re beng le constructive criticismhona le batho bao che bona e leng bo debbie downer all round,positive,Sesotho
@user hotla lefifi le tshabehang,negative,Sesotho
@user @user @user ka nete he disappointed us haeba he just decided not to attend just like that,negative,Sesotho
ba bua nnete ha bare hilux e khubelu enele ea mokhothu,negative,Sesotho
@user @user utlwa mohatsaka bareng o etsang,positive,Sesotho
@user tin fish tlohela ho sebelisa setshwantsho sa president zuma ho bapatsa nyolahase condombefore used is handled with all fingers around it but once is used to remove its only few fingers are usedhope u understandso ka kopo stop using presi,negative,multi
one thing i have noticed about most batswanaits bombs and usually anything related to a sex related scandal you will find them ba tletse gone hoooo haiiiy but i can never blame them ey,negative,Sesotho
@user aowa 1 ya rena ena le timing a se ganchi re no phazama,negative,Sesotho
@user @user @user bo rea le rich tlheng,positive,Sesotho
@user gusha ze krismesi sizozi fumana kuwe cc @user,positive,Sesotho
@user @user siya fana lavi 3 of us ke mna kwa worse i dont know my dad this other two banale bo papabona empa nna jeso,negative,multi
@user @user @user @user ke nna a nyelang o domkop san if you reasoning capacity e tletse masepa up your retired myopic mindset and come back to table to debate,negative,Sesotho
ka kgang ya motakase thatΓö£┬╗Γö¼Γò£s how batswana in kgalagadi south feel every single day because of this bloody eskom and the @user,negative,Sesotho
ke nahana ke nako joale ehlile bouy e tlameha ho hoeba ka sekele ea eona bona mokotla o mona,negative,Sesotho
@user @user kannete ke qalelletse uena ausie oaka hopola na rene tee lisono joang re matha re batla ntate sam a nke puso we owe ourselves this much mohiri retla buoa monday,positive,Sesotho
@user they voted re mo rata kaofela they deserve this darkness rena we didnt voted anc we just watch the ground going down,negative,Sesotho
loadshedding ya kwano os the pits imagine 6hrs no power 2hrs gettinf power then back to 6hrs again ke go rekela seshabo mo pitseng fela,negative,Sesotho
@user wena lo nahana masepa wena okaba motho omo sharpo marawhoa,negative,Sesotho
thuso will forever self sabotage now hes gonna lose his job because he couldnt mind his business,negative,multi
@user @user the whole year it will be ke sure empa e sa tletΓö£┬╗Γö¼Γò£e,negative,Sesotho
@user @user tlhaba pudi o nkeletse mosebetsi,neutral,Sesotho
@user u entse hantle we are blessed to be a blessing to others,positive,Sesotho
@user eskom e lwa le rena,negative,Sesotho
@user fela chelsea e nahana harvets e kahlaba false 9,negative,Sesotho
@user hay iyavakala kodwa bra because kuzobanzima fumana replacement for those guys amp,negative,Sesotho
@user @user @user nahana fla are more than welcome,positive,Sesotho
@user @user bao etsang,negative,Sesotho
eintlik keng joe na kopa or we ketsa betereone guy can make a difference take a stand with the gbvf response fund and join the fight against gbvf,negative,Sesotho
@user lia tshoana le tsona im going to start doing people on my fieldmaybe ba betere mona holima tsoeneng semphethenyane sa bo mondo,positive,Sesotho
eish motho ashu kopela o mpethise ka moya ausaka,positive,Sesotho
@user @user empa u ntso tseba hore i am just making an excuse,negative,Sesotho
@user @user ele hore o na ja hantle kannete,positive,Sesotho
mazel o bata go mpolaisa batho,neutral,Sesotho
@user i read the tweet and the response ka di kopanya and my heart was full,positive,Sesotho
ouh la la parliamentone of the social clubs i know tsa batho ba etsang lintho li etsahale,negative,Sesotho
ebe kea oela ho felile ke qeta hore,neutral,Sesotho
@user hao bathong empa ke wena motho wa itnna hake tsebe letho ke kopana le tsona facebook,positive,Sesotho
indeed thuso why dont you piss off and stop generating racism you prick,negative,Sesotho
@user khale kecho kere bocharmaboy habo thuse indoda must be ugly u notlo mokuta hantle a ntse are amobe eo athe u kentse meno kaofela,positive,Sesotho
@user @user @user @user tsa gore men and women are not build the same ke utlwa ka wena rena we are living our lives how we see fit i suggest you do the same instead of telling others how to react to blatant disrespect,negative,Sesotho
@user re tshohela mosebetsi hoseng haholo,positive,Sesotho
@user motho o itseng ke wena ke go tlhompile abuti,positive,Sesotho
@user @user ke thaetse go bata case hela ya sentlwatlwa,neutral,Sesotho
@user empa ntho ena u ke ke oa e bona ha roetse cap and by the way what is wrong with this picture,negative,Sesotho
fumana tsoala e khotsofatsang pokellong ea hau se tΓö£┬╗Γö¼Γò£oenyehe ka litefiso tsa khoeli kapa lidebit order u ka boetse oa fumana chelete ea hau nako eohle ha u e hloka sebelisa standard bank app kapa internet banking ho bula account hang etsa u hape,negative,Sesotho
@user dumela mme nna hake bone bothata ka baetapele hore ba ngole ko marangrang empa baseke natlisa ntwa tsabona on social medias @user,negative,Sesotho
@user tota fela ha ne go kgonega ka ne sa tlhola re bua puso e oubut waka,negative,Sesotho
1lengolo ke lena le etsoa ke ea lesotho leo ekang ha hona ea lumelanang le oona maikutlo a hae potso spheo sa lengolo la hae le ne le ipapisitse le eeng na o ile a bua le bohle ba enaleng kobo ea bohali,positive,Sesotho
taba ea ho tebeloa hoa bona ha se hore kea e thabelaempa bothata ba batho ba mebuso e fetileng ke hore ha ba tloheloa fela ba rata to sabotage maano a puso tse ncha,negative,Sesotho
@user hana e kile ea eba lesole kea kholoa ena ea ho shapa o enkile hona teng mohlomong o ne a shapuoa haholo,negative,Sesotho
hoseng soh maoto aka a futha,positive,Sesotho
@user hake so bone hore lerekisitse empa o rekisa mehla ena,neutral,Sesotho
guysnna nthoena ya sapota yona kannete ha e ntshware hantle,negative,Sesotho
@user its either am on heels or sneakers hake rate eta tse butsoeng tse flat am never comfortable on sandals hake rate li rathe ekare tapole joale halile putsoa ke ukoi ke lekeileee,positive,Sesotho
@user ngwanana wa kajeno,negative,Sesotho
@user nix joangΓö£┬╗Γö¼Γò£ke single shem,neutral,Sesotho
@user heelang tlheng le tla disturb these people,negative,Sesotho
@user yah ka mentality ona theyll get shipped out in 2027 bothata ba bona ke ho nahana hore se nepahetseng ke sa batloang ke bona,negative,Sesotho
@user kopa 500 fela,positive,Sesotho
@user @user as for this doctor title it is one of those things that are so abused misused and misunderstood by many a mosotho it mist fall ha e sebelisoe hantle hohang joale ha e utloa hore every pm in this country o fua doctorateh,positive,Sesotho
@user haholo sa mpana phahloha,positive,Sesotho
im thinking of being a politician but taba ya hore i will be living a life of 14m and be downgraded over night ha ke e bone hantle,negative,multi
@user weleleee feela ke nahana e tlo bontsha hore ke cf,negative,Sesotho
@user i didnt thinks u farenhaeteng tseno enele joang,positive,Sesotho
@user joale ha o li tsoile tje le eme hantle hakakang,negative,Sesotho
kgang yame e hela ho betsho,negative,Sesotho
@user ba tseba batlo fumana clout ka bona,positive,Sesotho
@user hmk ha ke nahana at some point i wanted to play there,positive,Sesotho
@user di biri di chipi le bana ba tletse,neutral,Sesotho
unemployment gang good morning re etsang today,positive,Sesotho
waitse banna nna ke nna ke bona ba ke sa ba itseng loneng i dont believe gotwe gabz is small i met new people mo ke sa mo itseng gotlhe le ditsala tsa gagwe gape le nale chivalry gore borra nna ke a le akgola,positive,Sesotho
big brother titans ke premier league ya rena i love it here,negative,Sesotho
@user @user ke nnete empa eseng ea ma dc,positive,Sesotho
@user the one we made now has lasted us almost a year now so i guess thatΓö£┬╗Γö¼Γò£s good empa ke lipalo le cement come on now,negative,Sesotho
ele gore dolly o raa ahuhh why o kare she doubts that i am a whole hunk a seka a bata go mbora gose sontaga,negative,Sesotho
@user @user nahana fela tlabe ke le heartless,negative,Sesotho
@user go lebogile nna nkgonnemotatsa o tletse ka dikupu,positive,Sesotho
iΓö£┬╗Γö¼Γò£ve been lucky before empa nou,negative,Sesotho
o nthome mosebetsi keo sebeletse,neutral,Sesotho
@user letsoho le o itshwereng lerama ka lona ke la left kapa right ho na le mo ke yang teng ka taba e nkarabe tu,negative,Sesotho
@user @user go bata ke nna ke dira jalo waitse coz yoh ngwanake o apeswa mathata,negative,Sesotho
@user @user hayik haqeta ba ika mafu a thata haholo metseng koana o re o oka motho oa lepera a khutlisuoeng lepereng eaba ba tla ha sa folile and they took all the credit haoka bona na o na tsamaea distance e kae le ka li hiv tsee,negative,Sesotho
@user o bolelle ba ko ga lona gore ke go ntshetsa magadi autlwa,positive,Sesotho
@user definitely rona re icheba joang,neutral,Sesotho
@user @user hola dk ako refe dipapadi tseo bara haho sehlopha se batlang hothulana le kaboyelo matsatsing ana,positive,Sesotho
@user not at allespecially ba soh why apalama dinthonormal kids cry over yogurt and sweet wena ngwana wao oplalama di tv stand the ore re mo tlogelletake your child to the zoo please hes a monkey,negative,Sesotho
@user @user lol o nahana nkare ke sebokuboku,neutral,Sesotho
@user sending you strength ngoaneso ena ea batho ba nahanang hore khutlisetsa morao can defeat us ke nahana they should know we strive in thorns,negative,Sesotho
@user @user @user inkunzi ye kwekwe uyiva nje ngoku betha kolwimi,negative,Sesotho
@user zayfumana ke mntwam,positive,Sesotho
@user kgale badlala ka rena batho ba,positive,Sesotho
@user ontsoe etsang ha e fufuletsoe,positive,Sesotho
@user @user @user @user buka tsa tsamaiso ea khiro bosebeletsing ba sechaba li ba lumella ho polotika ntse ba le khirong ea bosebeletsi ba sechaba na kapo litemana tse thibelang lipontso tse ka ee li ne liphlakoloe kapo moth,negative,Sesotho
when kganya leaves for school i call my mother i enjoy our calls when her son is behaving no complaints,negative,Sesotho
@user akere re le ra nahana hore batho ba bapala kgante ba bua nnete ba e polaya so now re nka dilo serious until such time le re hlalosetsa hore ase nnete otherwise its the times we live in mate,negative,Sesotho
letlotlo refuses to drive a re hes got a lot on his mind o tlo etsa di phoso hwa thusa hore a be teng mo mare,negative,Sesotho
@user ive worked in the education sector i know gore bana ba rona ga ba utlwe and bo teacher ba tshwere bothata mme bana ga ba kojwe ka gatwe,negative,Sesotho
@user ke bile shap khale hampe khale neke ipehe hantle,positive,Sesotho
golo mo o batang go go simolla le mosimane yo o senang koloi moo go tlogele e ntsi thata pula e e tang,negative,Sesotho
@user nahana a tsamaile likhoeli,neutral,Sesotho
@user @user and o spaneng o kgolla ho senya fela hai,negative,Sesotho
