text,labels
molefe ngicela ukubongela ezami pirates ngokuthola amaphuzu aphelele ngiyafisa zingiqubuzele sundowns ngomgqibelo lokho kuyowasha umoya wami ezemidlalo fm ,positive
umgijimi ola samkekancane nje≡ƒÖÅ ,positive
kamadlala ayi mina ngicela inumber yakho nje ,positive
bathong ≡ƒÖå≡ƒÅ╛ΓÇìΓÖÇ∩╕Å≡ƒÿé≡ƒÿé i envy your life yazi ≡ƒÿé≡ƒÿé≡ƒÿéimagine going to jail phesheya i think i watch too many shows under what jurisdiction≡ƒÿé≡ƒÿé≡ƒÿé ,negative
uwfm88 106fm molwen manene ayy lithetha ukuthi ukwenza izinto kwangexesh kuyakhulula ndise mbuqwini engqamakhwe ,negative
angvuke ngidlale utiktok ngiphelelwe icala ,negative
siya hayi siyamthanda ,positive
kodwa wenza umsebenzi oncomekayo enza umuntu wesifazane ukuthi nama bele ,negative
lama jordan wenu≡ƒæÇkancane kancane njeΓÇª ,positive
"weleleeeee, inganekwane≡ƒÖä ",negative
kobe rethabile kanti ilobola yenzwani emakhayeni enu akwenziwa umtshato ngayo ,negative
manje yena uvele waqimba lomunye bamususa ipanty kuphela≡ƒæÇ≡ƒñú ,positive
"hawu bakithi, kanti le i am selling content ishok thini ke ",negative
siyamthandalala nizwile lapho emuva ,positive
umsebenzi wethu ,neutral
ls kikiki umshado yini ,positive
nkomoyihlaba eyi man lomhlaba kwenzeka izinto ezibhlungu njalo nje ≡ƒÆö ,negative
sanokwenzeka isoulmate yami kade yathwala umhlaba ngesfuba ,negative
"i did kancane, ngaphumela ngaphandle ngabona ukuthi abafana abasekho ",negative
"goolammv uyabona ukuthi uyayibulala uyayiqeda ianc khohlwani ukuzonda uzuma,uma ukhuluma kabi ngozuma ucasula lenqwaba yabalandeli bakakhongolose abamthandayobhasobhani ningatholi lutho kulolukhetho luka2024,ngoba niyabhayiza ",negative
dead≡ƒÿé≡ƒñúΓÜ░∩╕Å≡ƒÿé≡ƒñúngathi nje ufile indlala kodwa≡ƒÿé≡ƒñú ,positive
realblackcoffee macgunleashed ningichaza mase nisho lama gama enu amakhulu angasho lutho nina laku twitter ,negative
sa sotra yini manje iballonpayment ≡ƒÑ▓ ,neutral
masikane welele inganekwane yodwa ,negative
"indlela engingenamali ngayo, kuthi angizisakaze phansi ≡ƒÑ▓ lapho khona oshlama abangikweletayo ≡ƒÑ┤ ",positive
lutho sana ,negative
fm ukhozifmvabs mroza ngicela ukuthi happy birthday≡ƒÄé≡ƒÄü≡ƒÄé≡ƒÆò≡ƒÄë≡ƒÄü≡ƒÄé ku xolo mbatha osempangeni encekwane akhule nje azekhokhobe ukhozifmvabs ,positive
awam amashiya anatural standwa awafakwanga udom awuyiboni lonto proud utoxic sana akhokwanto endizoyifihla apho qhubeka ufaka uzobe namashiya usogqiba uzxelele ukuba umhle utsho ubuso bemboleko ,negative
sorry kancane ≡ƒÖï≡ƒÅ╜ΓÇìΓÖé∩╕Å okera kae cheese skop ,positive
"sis uzozisola when its time for sex because you ddnt bring love you came for money ≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñú introducing you to her 39 year old son,who can bleksem you anytime ",negative
"god is sooooooooo faithful≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡Γ¥ñ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕Å skhuampnozialso i must stop crying so much for izindaba zabantu in 2023≡ƒÑ║≡ƒÑ║≡ƒÑ║because, ngingenaphi ≡ƒÖê ",negative
gama manje lana≡ƒÿé ,positive
actually thats not right ngoba the time usudla ntambama uzodla kakhulu coz you havent eaten usuku lonke ,positive
a huge congratulations to on winning the grammys award for the song bayethe ≡ƒÑ│ siyakuhalalisela qhubeka uqhakaze ngomculo osijabulisayo nomcebo zikode ,positive
bosis niyezwa ,neutral
thole nthuseni qiniso yazi nizofa ,negative
awubone bhebhe ukuthi kwenziwanjani ,positive
"solana ukuzonizwa nikhukuma not ukunilalela so basically, the numbers you think you got are not voters numbers ngoba ndiyazi nani ukuthi us being here doesnt mean we will vote for eff when elections come we will go neda, actionsa, ifp and so on yall know that for a fact ",negative
nkosi so beautiful bakithi ≡ƒÿè ,positive
gumede akuyona into ya local≡ƒÿé≡ƒÿé≡ƒÿé lomnumzane udinga usizo ngokushesha angazi noma umndeni wakhe awuyiboni lento ebonwa yizwe ,positive
seniyasaba ukukhuluma manje ≡ƒÿÇ≡ƒÿÇ≡ƒÿÇ≡ƒÿÇ≡ƒÿà≡ƒÿà ,positive
kaizerchiefs benza kancanengifuna letaima lase khoneni lizihangeh kancane ukuthi likwatele umfazi nabantwana ≡ƒñú≡ƒñú≡ƒñú≡ƒñú≡ƒñ₧≡ƒÅ┐ ,negative
kancane kancane im developing a crush lana ,positive
"sigiyangengoma ngicela ukubambithambo kumfowethi uronnie mncube erosebank ngithi kalulame emkhuhlaneni ombambile, ngisehilbrow mina ukhozi fm ",negative
umsebenzi kamaspala ukuthuthukisa umphakathi integrated developmental plan amakhansela awangene lapho ,positive
sa k le bafo this can still be fixed hlalani phansi and work it out please ≡ƒÖÅ≡ƒÅ╜ ,negative
tjoo iΓÇÖm still shocked kwenzeke ingozi in this tuckshop literally 5 minutes after iΓÇÖve leftΓÇª ngisathukile ,negative
"as long ukudla kukhona endlini dade, khululeka ngizozibona impela ≡ƒÖî≡ƒÅ╛≡ƒÖî≡ƒÅ╛≡ƒÖî≡ƒÅ╛ ",positive
matsilemohau kakhulu ,positive
uyagula ngempela wena udinga usizo very serious ,positive
"ssyyddoo alsonbhebe ewu mfethu qiniso lona lithi akbona bodwa, baningi ngampela ",negative
cabanga ngoba ngeke sizwe ngawe ,neutral
bheki nyathi lapho ke mawuyisdudla bathi iba u keeper ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ bakufuqe ebsweni ngalo≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ,negative
22 ≡ƒÿà≡ƒÿà≡ƒÿà zobona phambili ,positive
"khonza ku ga sithole, sizwe xulu, sga zindela, mbongeleni khanyeza, mngongo, mdu ximba, mlu sikhakhane, mabhomba xulu, zinga mbathai was there when we built a bridge crossing to emsinga uma wehla oshayanyawo eduze kweqhobo high ",negative
"uphethwe ukusa lo not everyone ill treats their helper yes, itΓÇÖs important to be a good employer but some helpers will just show you flames ungenzanga lutho ",negative
"rise the siya kolisi story continues to receive rave reviews since its first prescreening in zwide, where more than 1,000 people watched it last week ",negative
weeeh ≡ƒñú≡ƒÿé pho loyo ke futhi ethanda kanje ukukhuluma ≡ƒÿ¡≡ƒÿé ,positive
thss as ya when you know ukuthi youΓÇÖre the actual clown ≡ƒñí ,neutral
i think niyakhohlwa ukuthi singabantu ≡ƒÿ⌐ ngeke maΓÇÖeh ,negative
mathe akuyona inkinga yam that u cannot comprehend the point has been made ,positive
anithi ukthula kancane moment child keps caling touching dificult ,positive
moloto ngine phakade mina ≡ƒÿ¡≡ƒÖÅ≡ƒÅ╛ ,positive
q 28 bakithi ≡ƒÿ½ ,negative
muhle umsebenzi wakho bhutiim definitely saving your number ngikhathele inkinga ye skin ,negative
nono vandross kunzima to stay in your lane vele kuni girls thina we can stay in our lane akusiyo inkinga ,negative
we need to be honest manje ,neutral
uyakuthand ukukhuluma≡ƒÿé≡ƒÿé≡ƒÿé ,positive
friends lomtwna ekuthanda kangakame muf clit hole≡ƒìæ ,positive
bazoqedla umsebenzi washiwa ilomunye≡ƒÿé ,positive
bathi bemubethela ≡ƒÖÅ≡ƒÅ╛ e couchin ΓÇª wabheka phezulu wathi ≡ƒÖäyey aykhale ,positive
ei bakithi sengzoybhuka nobah iwakanda maseyphuma≡ƒÑ╣Γÿ╣ ,negative
"awu sisi zimbili, all the best kulokhu ozokwenza after sabc you were the best, indlela obuzithobe ngayo nanobuciko bokwethula izindaba ",positive
867 niyasiqhaphaza manje ,positive
lol khululeka skhokho i knew what you meant dm me your email so i can invite you to my listening session ≡ƒÿü≡ƒÖÅ≡ƒÅ╜ ,positive
lmorahanye cabanga that 24wheel truck hitting twice a day≡ƒÖå≡ƒÅ╛ΓÇìΓÖé∩╕Å≡ƒÖå≡ƒÅ╛ΓÇìΓÖé∩╕Å ,positive
"2022africa very young bro,m scared for her but she doesnΓÇÖt give a damn uyezwa ",neutral
"kadlala man left him endlini, heΓÇÖs the one that suggested ukuthi ngphume ≡ƒÿì ",positive
"switl cabanga nje, ai kumele siyekele ukusa ",negative
"usbuza amasimba nilaphi manje ,wawungafequzi phambili kwi zuma must fall now sekuwo minister bodwa niyanya nina ",negative
kuyacaca ngakuhlukumeza kancane mina ngithuliswa ngemali≡ƒÿ¡≡ƒÿé≡ƒÿé≡ƒÆÇ ,negative
"osten claudio uyu akabhaiza uyu, hakuyendwe uko, honai manje ",positive
aw kahle boh wena ukzenza uspencer la one wine motm while the other wins trophies ≡ƒñú≡ƒñú≡ƒñúbut still to comparing and individual award with the one of a team effort ≡ƒÜ«≡ƒÜ«ubhedile nje mft lihle iqiniso≡ƒñ₧ ,positive
"phikoadonis mbalulafikile shirleyjones215 phambili patriot Γ£è Γ£è we want to understanda ≡ƒÿé ≡ƒÿé enkosi mkhuluwa, ≡ƒÖî≡ƒÅ╝≡ƒÖî≡ƒÅ╝Γ£èΓ£è ",positive
p fm sibabazamandlakhe imvuselelofriday ulibolokuqalaudumo kunkulunkulu kweliphezulu ukuthula emhlabeni kubantu abathokozile ngaye amen keeeee ,positive
"naphezu, wayengashiy ngan phansi mebona uzohluleka ngeke phela iscefe lesi shuth umuntu canΓÇÖt be busy for 3 hours asoze≡ƒÿé≡ƒÿé ",positive
i do but okwamanjewhuuasiyeke ,neutral
graphics mina vele since ngaphuma ngithi ngiyolola ipensela azange ngisabuya but ngathi sekuyiskhathi sokuthi ngibuyela manje ,negative
"kabeezy29 the issue with all political parties is that when they fail to deliver services they play victim to circumstances they created i wont even mention squatter camps, gugs, nyanga, etc go and check previously decent areas like atlantis, malmesbury, even paarlw ",negative
uvele ubone ukuthi weeee≡ƒÿ¡≡ƒñú ,negative
mab bro my registration is closing tomorrow and lutho ukuphendula abantu be nkosi ≡ƒÿ¡≡ƒÿ¡≡ƒÿ¡ ,negative
sadly theyll silence her ≡ƒÖå≡ƒÅ┐ΓÇìΓÖÇ∩╕Å ngoba ukhuluma iqiniso ,positive
mna futhi ndifuna ukuthi la soup looks slimy≡ƒÑ║ i donΓÇÖt blame them bbtitans ,negative
save date ≡ƒöÑ smeg djing live theth november  beter listen album live cabanga ≡ƒÿÄ ,positive
master master kg kusho indoda yakho iyolanda iplate lesithathu emshadweni≡ƒÜ╢≡ƒÜ╢ ,negative
sigiyangengoma ukhozi fm khuphuka lapho bk azikhuphuke zonke izinsizwa kwanongoma phansi emaye kwelakithi ,negative
"mvu kay cha, idlozi lingahlazeka ngikuphendule ngifunde kangaka please just be embarrassed ≡ƒÖÅ≡ƒÅ╜ ",positive
kwadliwa amazulu ubuhlungu bafinyela echloorkopso called friends of usuthu bakithi ,negative
ga sa batla go tshela motlogele ,neutral
i havent seen my friends since the 2nd of january and the girlies are complaining ukuthi ngibalahlile but what they dont get is we rocked so hard in the festive season last year angifuni ukubabona rn ≡ƒÿ¡≡ƒÿ⌐ ,negative
this guy right here is exactly what we needed pha phambili ≡ƒÖî≡ƒÅ╛≡ƒÖî≡ƒÅ╛ ,positive
real yemm tshela lothekeni ngikhona ,neutral
wee madlaba sgananda ngicela kukuthatha ntombi≡ƒÿ⌐ ,positive
sello jehovah somandla come fetch your children kuningi manje ≡ƒÿ¡≡ƒÿé≡ƒÖÅ≡ƒÅ╛ ,positive
vele nande ngomlomo lutho ukuwina yenu izonenzelanu ,negative
fm esingihambele phambili ezalabo zama zama abatholwe befile e krugersdorp nala ebenoni sinenkinga yabo baningi kakhulu ezanamuhla ,negative
full makeup r70half makeup r40thats my small hustling≡ƒÑ║kancane kancane ngizo phumelelaΓ¥ñ∩╕Åsupport will be highly appreciated ≡ƒÑ║≡ƒÖÅ ,positive
molefe victor likhulu kakhulu leliqembu le orlando pirates ukuthi sekungathi kusele 15 games kuthiwe selidlalela ukulala isibili libe linabadlali abahle kangaka engathithi usephelelwe amaqhinga umqeqeshii ,negative
jnr1 lol kakhulu ,positive
"kancane kancane re kena ka nurse ra thola, next it will be a doctor holding mec position ≡ƒÆ»≡ƒñ₧south africa will make it and all security guards and cleaners shall be permanent employees in gauteng if we get the provincial government, whether they like it or not ≡ƒÆ» ",negative
"ungichaza kabi lo wa manje, when i post on ig, itΓÇÖs the first account to see my stuff but itΓÇÖs faceless with 1 post amp isnΓÇÖt followed by any of my friends ake kopa motho o a bofe ditlhako bc retsena mmutlweng nou nou≡ƒñ¡ ",negative
e kzn ungahamba iminyaka uma nje wahamba bekufuna basakufuna bayokuthola enye indoda yahamba yaya egoli for 10 years ingagoduki yagoduka kayi 1 nje kwabe konakele bayidubula yehla nj estopin ,negative
haybo ubani lona bakithi ngyafisa ukbona kahle ,positive
"hawu, lentsizwa bakithi≡ƒÿé ",positive
"hhawu kanti owakithi wena, kwakunobukhosi kubomshengu shabalala odonga likamavuso yingakho uphupha kanjalo khululeka khehla ungasabi okhokhovula labo ",negative
chi nchilla ngaske ngishaywe ngayo lenti ebusweni kuphume lokhu kushisa ,positive
samkee sithole lol yona into engekho right ikhona but i canΓÇÖt point it out but i agree with everything sheΓÇÖs saying and sengathi seke bamzama ,negative
gumede ≡ƒñú≡ƒÿà≡ƒÿà≡ƒñú mina yangenza kwiaudi kuthiwa angigodukise omalume udriver ulele≡ƒÖå≡ƒÅ╜ΓÇìΓÖé∩╕Å≡ƒÖå≡ƒÅ╜ΓÇìΓÖé∩╕Å ngayibhela ngaze nganxapha ngedwa ,positive
hlezi ilele njalo le nkabi mthiya ,negative
"doll i asked a guy to help me show me taxis to centurion he walked me he asked me mft ngicela ukhanyise phela i gave him r2, he then said to me hawu mft ay noma i r5 zalo ≡ƒÿé≡ƒÿé≡ƒÿé i added another r2 he complained and walked away, its his job to help he was wearing a reflector≡ƒñª≡ƒÅ┐ΓÇìΓÖé∩╕Å≡ƒñ╖≡ƒÅ╛ΓÇìΓÖé∩╕Å ",positive
"weΓÇÖd been okay for the most part post meeting up, still talking like weΓÇÖd been, yonkinto iright till maybe 2 weeks ago initially vele ukukhuluma kwethu happened in intervals bcs of our schedules and being freelancers but even in that, ",positive
"oh shes the one with money, so that means you one of those guys ba my ≡ƒìå and muthi work for me cause bottom line shes a 10 and you hardly a 3 ",negative
khosi 4 lyf but yini wena oyenzayo okwenza uzibone ukuthi oncono so≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ,positive
unclecul uzothi uma esebuzwa yintombi yakhe ukuthi ubungihlazelani phakathi kwabantu angakwazi ukuphendula sekudamuke utshwala ,positive
inganekwane kant≡ƒñú≡ƒñú ,negative
nalathokozane ufunde kuphi brazo ,positive
kuthiwa usatan≡ƒñú≡ƒñú≡ƒñú≡ƒÿ¡≡ƒÿ¡ ,negative
ngicela ukubuza bafwethu labaculi bakwamanye amazwe bawuletha nini umculo wabo emsakazweni ngisho ngoba thina shlezi sthumelela abaculi umsebenzi wabo kule email coza kodwa awudlalwa ,negative
"kukhulunywe kahle nawe eksen uth uzwile, afike amajita ntambama ≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé ",positive
"i wont be able to sleep, atleast she must tell me whats wrong or talk to me ikhanda lami liyashisa been overthinking since ",positive
"asimlanise phela mama, usemdala manje usezoba neszungu ",positive
impi sendeni ≡ƒÿà akusiyo inhlamba isizulu soqobo nqo aluqonde ulimi mthiya mhlo ,positive
aowa mara nana hlezi e sour guys≡ƒÿ½≡ƒñª≡ƒÅ╜ΓÇìΓÖÇ∩╕Å bbtitans ,negative
oksalayo thina sihamba nawe phambili≡ƒñú ,positive
tshepo maphepha manje umtfuke lani ,positive
those are the results of squeezen nathi cabanga nje on a pig homo sapiens are a disappointment at times ,neutral
phow kancane kancane bese uza nganeno≡ƒÿà ,positive
"malume wam bakithi, ngizalwa umaphakathiΓÿ║, ",positive
"advobarryroux very true talking like this, people will critisize u im very much aware of educated people bahluleka benzen imedicine, nursing, psychology, socioly n finance why im mentioning finance n economics, there u know theres no nyanga or pastor who can double yo money ",negative
"ngidi welele, inganekwane kanti≡ƒñú≡ƒñú≡ƒñú≡ƒñú ",negative
ntoko86 gesi welele inganekwane ,negative
khohlwa its game over ,negative
"dlamini , goje we need you to pray amp cry guysniyati umdali uyayiva imithantazo yabogal kunekuba tense chears nibheke phezulu ",positive
kaizerchiefs aphi amanga ami ,negative
azania mhayise mabenabusi1 capitecbanksa ≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿé≡ƒÿékuya ngokusinda ke manje ,positive
djsgqemeza sanibona basakaz sesvukile nathi ngicela ukuvuka nomagabuza ndebele elimehill nomnden wakwaskhakhane edundee elokishin fm ukhozifmvabs ,positive
"writing this manifestation here because i want to retweet it when it happens ≡ƒò»∩╕Å ngithi mina ker yena uzongshada bakithi angithande, angitotose kwe canda,ngisho konkhe okuhle mina kungfanele amen ≡ƒÖÅ thank you bye Γ¥ñ∩╕Å≡ƒ½╢ ",negative
cela invitation ngagcina nini ukuya emshadweni jehovah ≡ƒÿ¡ ,negative
angishongo ukuthi umeshele bengithi umbuze impilo nje ≡ƒÿé≡ƒñú≡ƒñú ,negative
kancane kancane u maphorisa uloke uyavelaΓÇªΓÇª ,positive
awenze elinye iphutha mfethu≡ƒÿé≡ƒÿé ,positive
"ngabe ngiyezwa ukube mhlawumphe ithini othe awabe nje, kanti ayi lutho adalwe kanje, cant blame man, ",negative
ughramik amanzi la ake amakhona aphinde ame futhi≡ƒÿé ,positive
"r800 is just for labour, hairpiece r1000 cabanga ",positive
zintonga now it makes perfect sense ngempela≡ƒÿé ,positive
"paulee hawu, lendoda yenza into eyodwa nje yona, yakha amaphenathi nje kuphelahhhe bakithi ",negative
yazi mengingasazi ukuthi isihlama yini ngesingisi ,neutral
matambo uyazi izindaba yazi≡ƒÿé≡ƒÿé≡ƒÿé ,positive
ingathi kuzoyeka phambili Γ£è≡ƒÅ╛ ,positive
i am shocked and appalled every every inganekwane ,negative
"oksalayo iΓÇÖm going to beyonc├⌐, ukuthi ngizoya kanjani angazi kodwa nje ngiyaya ≡ƒÿ⌐ ",negative
discourse eserious kangaka ngesatarday ,positive
pacho aysekho kodwa indaba kazulu i like him but aysekho ngempela manje he must just stay out of the spotlight ,positive
destinyzee kancane kancane ≡ƒñ₧≡ƒÅ╜≡ƒÿé≡ƒÿé ,positive
"awkame kancane wena sphukuphuku, usaba lekhala limqongo ay lezinto ezingazi lutho njengawe siyazikhathaza emzansi ",negative
ye bhuti ndiyakudinga mfondini kule xhosa edition ye yiza ngaphambili mhlekazi sincokole ,positive
realizing hurts so much because it hits you kancane kancane ,negative
≡ƒÿ╡ΓÇì≡ƒÆ½not me olmost fainting on my way to work i am on my skinnygirlera doing boma one meal a day ≡ƒÿñ ngilambile kodwa ,negative
"lol mina was just saying ukuthi vele its a sides job to understand, ai bo they been doing name calling since since ≡ƒÿò≡ƒÿò≡ƒÿò ",negative
"ray kuthiwa akazulala, iΓÇÖm approaching 45 and iΓÇÖm struggling to stay awake ",positive
uyavela lo kancane nje kancane ,positive
cs thintitha iΓÇÖve cut nathi and sli out of my life kancane batoxic kab labo ,positive
ngithanda leli kakhulu ,negative
"mlota azola lutho, inkinga ngizomshisa≡ƒÑ▒ ",negative
"keletsomss ayibo bafo ekubu,e ukuthi ubekeni olwakho lapho ",positive
i suspect ukuthi thereΓÇÖs only 3 of us left≡ƒÆö ,negative
"ewe andinayo kodwa ndizakuzithengela itop deck and ngizakuthengela nalaba abayifunayo, ukuthi bangaze batyelwe itop deck ",negative
tshela madubula ,negative
umpuzise i allegex alale umntwana une allergy yokulala engekho u daddy ,negative
qiniso sibongela isilo ngomcimbi ohambekahle ngiphinde ngibongele ezami amakhosi ajabulile ,positive
v tourist hahaha khona abamnike khona abangani bakhe for ukuqeda amahloni yazi ,negative
kulensizwa lento kamashonisa iyinkinga enkulu kubantu abaningi kodwa isiyinkinga ngampela esecabanga ukubulala umfowabo ngithi akathole umuntu azomsiza azombhadala kancane ingakhuphuki ,negative
nani nibanje just that usuke engekho othatha video ,positive
ufuna umfazi obekezelayo shada umfazi afro bayabekezela labo bantu ibuhlungu lento ≡ƒÿ¡≡ƒÿé≡ƒÆö ,negative
p ekseni nje esguqweni samazayoni fm angivele ngingene nomndeni wami wonke engeza nalaphaya empumazi ulibolokuqala ,positive
me ungangihlazi ke phambili uhlafune kahle phambi kwa bantu him ≡ƒæç≡ƒÅ╛≡ƒÿ¡≡ƒñú≡ƒñú≡ƒñú ,positive
sebebhema enjani ke manje ,neutral
sk 26 when ≡ƒñú i forgot ukuthi khona cricket ,neutral
vee wabheka phezulu ≡ƒñú≡ƒÿé≡ƒñú≡ƒñú ,positive
"aphalak amanzi, mr kgomo finally skeemsaam ",positive
zanewsflash ≡ƒÿé≡ƒÿé lutho kuthi akaze ngiyibone kade kagcina ,positive
ngempela sisi in life we only need that one person who will be used by god to change our stories destiny helpers are sent by god to change our lives ≡ƒÖÅ ,negative
football is 11v11 anything is possible siyasm┬«∩╕Å ,positive
at workthey have been trying to push me to go do site visits in capetownpaarl and khayelitsha to be exactabazi ukuthi angifuni ukuyalaphai rather drive to east londonking williams town then travelling to cpt ,negative
≡ƒñú hawu bakithi ekseni kanje ≡ƒÿ¡ ,negative
cooks ubabΓÇÖwabo uyifake izolo imali cabanga ≡ƒÿ¡ ,negative
maloka this one deserved handsΓÇªstraight nje they need to be reminded ukuthi that team is opΓÇª ,positive
i hate when this happens ≡ƒÿ¡≡ƒÿ¡ thixoΓÇªi go and buy it again ukuxolisa umoya wam ≡ƒ½á makes no sense to anyone else but meΓÇª ,negative
babheka phezulu ,positive
nisholo ukuthi lobhuti ubehamba namanqumfula indlela yonke ≡ƒÆÇ≡ƒÆÇ ,negative
ngisazo ke ngibuze loya bhuti ukuthi nginayo na ingqondo ,neutral
wanted hear guys response ≡ƒÿé≡ƒñú said inganekwane ≡ƒÿ¡ ,negative
muntu akwate sighing khuluma sikuzwe ,positive
sdarkd90 cabanga he came from a thousand timelines away ,neutral
eyi izitha zami ziphumile namhlanje ≡ƒÿé ,negative
flora 0 so you wear wrinkled clothes amp have pile on your sink currently hauw phindi njani manje ≡ƒÿà≡ƒÖå≡ƒÅ╛ΓÇìΓÖé∩╕Å ,positive
ngfuna ukuyolanda umntwana ecrech so waban lona omlanda ecrechnaye wabuhlebuhle umntwana kamamakhohayi mina ngithi gogo kumaka buhlemanje wena umntwana kabanwabuhle wokuqala ,negative
ngicela ukubona izithombe efonini yakho aybo aybo ,positive
"sweerie vele nje ngeke yena sengayeka zonke izingane adlalise eyebala, nxm, bamsole kfanele, hlezi sibona izingane zilahleka ngenxa yabantu abasuke bezidlalisa ",negative
aibo njani manje≡ƒÿé≡ƒÿé≡ƒÿé ,positive
"red carpet welcome ikulindile mqe andithandi ukubona uxhatshazwa kangaka, newolves ziyazenzela ngoku≡ƒÿ│≡ƒÿ│ ",positive
arsenal and chelsea bbtitians2023 sundowns miracle sies mmelikhumalo≡ôâ╡ gqeberhatheempire etvscandal skeemsaam imbewutheseed why has decided to cancel imbewuthe seed after 5 seasons is there a fightheres the ,positive
awu usuwazi amabooking ami manje are you sure youre not getting drunk from your own supplies≡ƒÑ╣ ,positive
stake high ngicela ungibonise lana ≡ƒÖÅ ,positive
proteasmencsa welele inganekwane ,negative
kodwa ubafo inkinga abanye bathu asikwazi ukweshela mhlampe kumele sifundisane ukuthi intombi ishelwa kanjani ,negative
m502 angiwuhlali u 3 weeks phela mina angilali nokulala uth ufika nje umhlangano khona sithandaze ngyogibela mawkuth imoto ngiyshiyile mangize ngayo ngiyemotwen ngyagoduka ngyothoba ngilale and get ready for work ,negative
manje mele si thini ,neutral
elikhulu well i guess kancane kancane ngiyavela because iΓÇÖm not changing my mind ≡ƒñ╖≡ƒÅ╛ΓÇìΓÖÇ∩╕Å ,positive
m iΓÇÖm bringing my whole village we will be singing and chanting while the boys finish the job on the field after party ku florida road ntambama ,negative
celani abomama iremote control ngoba sesibhekene ne nedbankcup2023 manje≡ƒô║see all the round of 32 fixtures here ezanamhlanje nakusasa≡ƒæç ,positive
chrisexcel102 mtshele untsiki ukuthi ,neutral
thunzi azola utshwala buyangifuna ,negative
justin for the money okwangempela ke manje≡ƒÿÉ≡ƒÿÜ bbtitans ,negative
kanti awusuthi wena mdalawhy ufuna elinye iplazi phezu kwamaplazi wonke lawa olawoyekela ubusela buya uzobona umuntu lo kala lanhloni ,negative
hayibo kanti banjani abantu ngempela ,positive
"ngiyabonga baba, ngiyabonga thixo sekuze kwakhanya endleleni yami, ekugcineni Γ¥ñ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕Å ",positive
jacob zuma duduzile dresed nicely went witnes certification king misuzulu king amazulu excelency president cyril ramaphosa president zumas atend coronation simakade hayibo iqiniso libuhlungu ,negative
kancane kancane niyavela ≡ƒÿü ,positive
"kuyakufanela umuhle nje yishintshe njalo le mpilo uma lokho kukwenza ube muhle kanjena, uyezwa ",negative
"brought the house down bakithi, lets give credit where its due≡ƒÖî≡ƒÅ╜≡ƒÖî≡ƒÅ╜ bbtitans ",negative
ive learned to realize ukuthi people are just cruel regardless of sex ≡ƒÆö ,negative
aii kodw amacamera kwesiny iskhathi dodi ,positive
girls are already quoting the pictures and just laughing kuzophuma izindaba ≡ƒÿé ,positive
for iweekend yonke mina≡ƒÑ░ ,neutral
"ukhozi fm sibuza ukuthi ngabe iziphi izinto ofisa engabe wazibuza noma wawuzazi ngomuntu oshade naye noma osebudlelwaneni naye ngaphambi kokuthi ufake inhliziyo kulobobudlelwane ungathini kulaba abangakangeni, iziphi izinto okufanele bazinakisise ukhozifmwnb ukhozifm ΓÇª ",negative
nyathi angsayingeni ngempela bafo ≡ƒÿé noma kungadlala no katsande ,positive
my mom sleeps at 3am ngenxa ka big brother ≡ƒÿ¡ ,negative
dlukula yonke into idinga yona imali mayingekho izinto ziyajama impilo idinga imali zonke lezinto abaphansi abasicela sibenzele zidinga imali oqobo lwayo ngakho ke kunzima ukuyiziba eyemali ,negative
indlondlo enophaphe ekhanda kamenzi zulu awumamele lomuntu omemezayo engathi uyalila sithi siwuzulu kazi ubukhosi bakithi buhlanganaphi nabelungu abesilwisa basiphuca umhlaba wokhokhoezani lezindandatho ezigqokiswa ubuholi bethu eyani indandatho efakwe kunbayede ,negative
"isolezwe lithole ukuthi lesi sitobha esidedelwe ngezimnyama ngesizini edlule, siqale ukuzilolonga nethwihli thwahla ngolwesithathu ",negative
lindogames i thought kugcwele abo tsotsi la aw kanti khona nabo mathengisa impahla≡ƒÖå≡ƒÅ╜ΓÇìΓÖé∩╕Å ,positive
"hambothenga apple munch ko my friend,abekho eduze ",positive
duma vele why nisebenza ngosuku olukhulu kangaka ≡ƒñú≡ƒñú ,positive
ngyabingelela kumkhaya syambongela ngenqubekela phambi kumabonakide ngicela ukwazi ukuth itournament abavame ukuyenza uitval izobakhona ngicela angi folowela kutweter ,negative
kanti baphi abaphathi bamakhambi nemithi izinyanga noma abathakathi akekho ongakwazi ukesebenza lobaba wekhala senihlulwa ukumshaya noma yingo dukanezwe nje kuzophela nje ngezwe lethu nigodle imithi engasisiza kanti isebenza makunjani≡ƒñ╖≡ƒÅ╜ΓÇìΓÖÇ∩╕Å sona2023 ,negative
kancane zulu people isiyaqilaza lento aninqeni sishayane njengama doda ,negative
cala ku funeral bese ngigcina emshadweni ,positive
tamongs92 usho ukuthi yigwala ,negative
